'bassin';'cycle';'produit';'daterempli';'datevide';'carpes';'datepsemis';'datedp�che';'nbremois';'poidssem�';'poidsp�ch�';'poidsrestant';'poidsp�ch�restant';'Tauxmortalit�';'poidsalimentth�o';'poidsalimentstat';'poidsalimentdonn�pgm';'poidsalimentdonn�';'poidsalimentdonn�tot';'quantsem�e';'quantmort';'quantp�ch�e';'quantrestante';'surface';'RendementHa';'poidsp�ch�mois';'tauxconversion';'quantit�m2';'grammesm2';'poidsalimentha';'recambiogallons';'llenadogallons';'quantsem�ecarpes';'quantp�ch�ecarpes';'tauxalerteO2';'niveaudalerteO2';'moyenneO2';'poidstotalimentselect';'typealimentselect'
'B42';27;'crevette';20/12/2019;1/9/2020;0;28/12/2019;1/9/2020;8,13;258,00;1781,00;0,00;1781,00;0,14;0,00;0,00;0,00;0,00;4104,00;34854,00;5164,00;29690,00;0,00;5300,00;1925,34;219,03;2,69;0,00;0,00;0,00;0,00;0,00;252,00;248,00;0,00;1,00;3,44;0,00;'ALBACA'
'B19';32;'tilapia';23/12/2019;7/4/2020;0;26/12/2019;7/4/2020;3,37;1387,00;6823,00;0,00;6823,00;0,14;0,00;0,00;0,00;0,00;8183,00;6556,00;953,00;5603,00;0,00;4700,00;18658,69;2020,40;1,50;0,00;0,00;0,00;0,00;0,00;1500,00;1452,00;0,03;1,00;2,71;0,00;
'B34';31;'crevette';24/12/2019;22/7/2020;0;10/1/2020;22/7/2020;6,36;402,00;1785,00;0,00;1785,00;0,20;0,00;0,00;0,00;0,00;3698,00;38836,00;7957,00;30879,00;0,00;5700,00;2078,17;280,63;2,67;0,00;0,00;0,00;0,00;0,00;70,00;81,00;0,00;1,00;3,03;0,00;'ALBACA'
'B02';63;'tilapia';1/1/2020;25/3/2020;0;9/1/2020;25/3/2020;2,49;586,00;1554,00;0,00;1554,00;0,11;0,00;0,00;0,00;0,00;1737,00;1849,00;214,00;1635,00;0,00;1233,00;17164,67;623,64;1,79;0,00;0,00;0,00;0,00;0,00;870,00;859,00;0,00;1,00;3,20;0,00;
'B54';24;'crevette';1/1/2020;13/8/2020;0;9/1/2020;13/8/2020;7,11;554,00;1948,00;0,00;1948,00;0,32;0,00;0,00;0,00;0,00;5145,00;49926,00;16386,00;33540,00;0,00;8500,00;1255,80;273,79;3,69;0,00;0,00;0,00;0,00;0,00;219,00;218,00;5,91715976331361e-03;1,00;2,66;0,00;'ALBACA'
'B59';3;'crevette';1/1/2020;6/8/2020;0;2/1/2020;6/8/2020;7,11;75,00;752,00;0,00;752,00;0,09;0,00;0,00;0,00;0,00;1455,00;15000,00;1435,00;13565,00;0,00;3200,00;1620,00;105,69;2,14;0,00;0,00;0,00;0,00;0,00;153,00;144,00;0,00;1,00;3,03;0,00;'ALBACA'
'SA';6;'crevette';13/1/2020;14/9/2020;0;17/1/2020;14/9/2020;7,90;553,00;2367,00;0,00;2367,00;0,12;0,00;0,00;0,00;0,00;5093,00;49726,00;6113,00;43613,00;0,00;7000,00;1786,73;299,55;2,80;0,00;0,00;0,00;0,00;0,00;80,00;70,00;0,00;1,00;2,84;0,00;'ALBACA'
'B36';36;'tilapia';17/1/2020;27/4/2020;0;17/1/2020;27/4/2020;3,31;35,24;3516,00;0,00;3516,00;0,46;0,00;0,00;0,00;0,00;5802,00;16000,00;7478,00;8522,00;0,00;5800,00;9873,27;1061,76;1,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,04;0,00;
'M2';2;'crevette';20/1/2020;22/4/2020;0;21/1/2020;22/4/2020;3,01;80,80;120,00;0,00;120,00;0,03;0,00;0,00;0,00;0,00;156,00;930,00;29,00;901,00;0,00;600,00;1179,84;39,78;3,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2,99;0,00;'ALBACA'
'B20';30;'crevette';20/1/2020;19/8/2020;0;23/1/2020;19/8/2020;6,85;487,00;1838,00;0,00;1838,00;0,23;0,00;0,00;0,00;0,00;4360,00;42181,00;9940,00;32241,00;0,00;6000,00;1790,17;268,22;3,22;0,00;0,00;0,00;0,00;0,00;110,00;93,00;0,00;1,00;3,03;0,00;'ALBACA'
'B23';28;'crevette';27/1/2020;9/9/2020;0;31/1/2020;9/9/2020;7,27;345,00;983,00;0,00;983,00;0,43;0,00;0,00;0,00;0,00;3952,00;37609,00;16445,00;21164,00;0,00;5254,00;908,89;135,05;6,19;0,00;0,00;0,00;0,00;0,00;435,00;114,00;5,55555555555556e-03;1,00;3,20;0,00;'ALBACA'
'B24';31;'crevette';27/1/2020;7/10/2020;0;31/1/2020;7/10/2020;8,19;146,00;1420,00;0,00;1420,00;0,19;0,00;0,00;0,00;0,00;3948,00;33680,00;6445,00;27235,00;0,00;5500,00;1539,58;173,24;3,09;0,00;0,00;0,00;0,00;0,00;60,00;181,00;0,00;1,00;3,12;0,00;'ALBACA'
'B03';69;'crevette';27/1/2020;21/4/2020;0;31/1/2020;21/4/2020;2,65;124,84;192,00;0,00;192,00;0,01;0,00;0,00;0,00;0,00;169,00;2099,00;28,00;2071,00;0,00;997,00;1381,83;72,29;2,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,51;0,00;'ALBACA'
'B43';24;'crevette';25/1/2020;20/10/2020;0;4/2/2020;20/10/2020;8,49;177,00;1271,00;0,00;1271,00;0,33;0,00;0,00;0,00;0,00;4752,00;34830,00;11678,00;23152,00;0,00;5800,00;1210,11;149,67;4,34;0,00;0,00;0,00;0,00;0,00;70,00;766,00;0,00;1,00;3,05;0,00;'ALBACA'
'B07';35;'crevette';3/2/2020;29/9/2020;0;11/2/2020;29/9/2020;7,57;545,00;1941,00;0,00;1941,00;0,25;0,00;0,00;0,00;0,00;4278,00;46946,00;12118,00;34828,00;0,00;6164,00;1629,10;256,27;3,06;0,00;0,00;0,00;0,00;0,00;140,00;128,00;4,97512437810945e-03;1,00;2,95;0,00;'ALBACA'
'B39';27;'crevette';7/2/2020;23/9/2020;0;14/2/2020;23/9/2020;7,27;375,00;1965,00;0,00;1965,00;0,10;0,00;0,00;0,00;0,00;4470,00;38461,00;4114,00;34347,00;0,00;5800,00;2051,88;269,96;2,81;0,00;0,00;0,00;0,00;0,00;120,00;118,00;5,26315789473684e-03;1,00;3,26;0,00;'ALBACA'
'A02';32;'crevette';10/2/2020;12/6/2020;0;15/2/2020;12/6/2020;3,86;3,63;900,00;0,00;900,00;0,30;0,00;0,00;0,00;0,00;1528,00;163976,00;50423,00;113553,00;0,00;3700,00;3411,44;232,62;1,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,63;0,00;'ALBACA'
'B47';16;'crevette';10/2/2020;28/7/2020;0;20/2/2020;28/7/2020;5,21;189,00;872,00;0,00;872,00;0,41;0,00;0,00;0,00;0,00;2378,00;29771,00;12304,00;17467,00;0,00;4960,00;1439,05;167,27;3,48;0,00;0,00;0,00;0,00;0,00;50,00;47,00;7,35294117647059e-03;1,00;2,92;0,00;'ALBACA'
'B37';28;'crevette';14/2/2020;20/6/2020;0;18/2/2020;20/6/2020;4,03;9,26;1953,00;0,00;1953,00;0,41;0,00;0,00;0,00;0,00;3303,00;431031,00;176973,00;254058,00;0,00;4600,00;5708,36;484,28;1,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,52;0,00;'ALBACA'
'B50';4;'crevette';20/2/2020;13/10/2020;0;28/2/2020;13/10/2020;7,47;133,00;661,00;0,00;661,00;0,18;0,00;0,00;0,00;0,00;1651,00;14895,00;2707,00;12188,00;0,00;2478,00;1552,86;88,42;3,12;0,00;0,00;0,00;0,00;0,00;40,00;34,00;0,00;1,00;3,52;0,00;'ALBACA'
'B41';26;'crevette';25/2/2020;17/10/2020;0;6/3/2020;27/10/2020;7,37;550,00;1788,00;0,00;1788,00;0,14;0,00;0,00;0,00;0,00;4677,00;37812,00;5438,00;32374,00;0,00;5500,00;1662,31;242,37;3,77;0,00;0,00;0,00;0,00;0,00;125,00;123,00;0,00;1,00;3,01;0,00;'ALBACA'
'MF';12;'crevette';24/2/2020;15/9/2020;0;28/2/2020;15/9/2020;6,55;510,00;1690,00;0,00;1690,00;0,33;0,00;0,00;0,00;0,00;5574,00;52935,00;17741,00;35194,00;0,00;8500,00;1153,37;257,72;4,72;0,00;0,00;0,00;0,00;0,00;112,00;100,00;0,00;1,00;3,11;0,00;'ALBACA'
'AD1';31;'tilapia';24/2/2020;24/4/2020;0;28/2/2020;24/4/2020;1,83;16,74;1548,00;0,00;1548,00;0,30;0,00;0,00;0,00;0,00;1758,00;20000,00;6118,00;13882,00;0,00;6000,00;7572,62;843,10;1,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,55;0,00;
'B53';21;'crevette';2/3/2020;22/10/2020;0;13/3/2020;22/10/2020;7,31;1131,00;2073,00;0,00;2073,00;0,18;0,00;0,00;0,00;0,00;4527,00;46458,00;8459,00;37999,00;0,00;8200,00;855,99;283,52;4,80;0,00;0,00;0,00;0,00;0,00;173,00;158,00;0,00;1,00;2,76;0,00;'ALBACA'
'B30';31;'tilapia';19/3/2020;19/5/2020;0;25/3/2020;19/5/2020;1,80;1804,00;4678,00;0,00;4678,00;0,05;0,00;0,00;0,00;0,00;3760,00;5242,00;281,00;5004,00;0,00;3400,00;25537,71;2594,16;1,30;0,00;0,00;0,00;0,00;0,00;473,00;442,00;0,00;1,00;2,73;0,00;
'B10';35;'tilapia';24/3/2020;25/6/2020;0;31/3/2020;25/6/2020;2,81;912,00;5718,00;0,00;5718,00;0,13;0,00;0,00;0,00;0,00;6925,00;7504,00;989,00;6515,00;0,00;6000,00;15476,43;2027,89;1,44;0,00;0,00;0,00;0,00;0,00;1207,00;1088,00;0,00;1,00;3,26;0,00;
'B27';27;'tilapia';25/3/2020;5/6/2020;0;31/3/2020;5/6/2020;2,16;68,28;3890,00;0,00;3890,00;0,15;0,00;0,00;0,00;0,00;3904,00;31000,00;4832,00;26168,00;0,00;6100,00;15773,27;1797,65;1,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,36;0,00;
'B40';25;'crevette';8/4/2020;17/11/2020;0;17/4/2020;17/11/2020;7,01;184,00;1424,00;0,00;1424,00;0,27;0,00;0,00;0,00;0,00;4159,00;35720,00;9880,00;25840,00;0,00;5800,00;1660,03;202,95;3,35;0,00;0,00;0,00;0,00;0,00;76,00;70,00;4,95049504950495e-03;1,00;3,30;0,00;'ALBACA'
'B09';12;'tilapia';9/4/2020;9/7/2020;0;15/4/2020;9/7/2020;2,78;2163,00;7451,00;0,00;7451,00;0,11;0,00;0,00;0,00;0,00;7271,00;9349,00;1050,00;9106,00;0,00;5000,00;20674,71;2673,59;1,37;0,00;0,00;0,00;0,00;0,00;433,00;1240,00;0,00;1,00;2,99;0,00;
'B32';30;'tilapia';1/4/2020;4/6/2020;0;17/4/2020;4/6/2020;1,57;1993,00;3739,00;0,00;3739,00;0,05;0,00;0,00;6,00;0,00;2831,00;3983,00;223,00;3766,00;0,00;4000,00;15110,53;2375,82;1,62;0,00;0,00;0,00;0,00;0,00;260,00;266,00;0,00;1,00;3,07;0,00;
'B02';64;'crevette';10/4/2020;1/7/2020;0;20/4/2020;1/7/2020;2,36;306,00;226,00;0,00;226,00;0,23;0,00;0,00;0,00;0,00;190,00;3642,00;873,00;2769,00;0,00;1233,00;-1497,44;95,73;-2,37;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;3,88;0,00;'ALBACA'
'M1';3;'crevette';1/4/2020;23/6/2020;0;20/4/2020;23/6/2020;2,09;154,00;65,81;0,00;65,81;0,44;0,00;0,00;0,00;0,00;88,00;1160,00;521,00;639,00;0,00;600,00;-3816,14;31,36;-0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;1,00;3,08;0,00;'ALBACA'
'B19';33;'crevette';16/4/2020;9/12/2020;0;21/4/2020;9/12/2020;7,60;516,00;1126,00;0,00;1126,00;0,41;0,00;0,00;0,00;0,00;4399,00;35466,00;14550,00;20916,00;0,00;4700,00;929,56;148,03;7,21;0,00;0,00;0,00;0,00;0,00;50,00;675,00;0,00;1,00;3,02;0,00;'ALBACA'
'B48';11;'crevette';20/4/2020;19/11/2020;0;25/4/2020;19/11/2020;6,81;161,00;1149,00;0,00;1149,00;0,29;0,00;0,00;0,00;0,00;3072,00;29465,00;8688,00;20777,00;0,00;4800,00;1644,33;168,48;3,10;0,00;0,00;0,00;0,00;0,00;100,00;99,00;0,00;1,00;2,99;0,00;'ALBACA'
'B08';43;'crevette';27/4/2020;5/11/2020;0;30/4/2020;5/11/2020;6,19;346,00;1448,00;0,00;1448,00;0,16;0,00;0,00;0,00;0,00;3623,00;32464,00;5335,00;27129,00;0,00;4800,00;2018,43;233,67;3,28;0,00;0,00;0,00;0,00;0,00;99,00;100,00;0,00;1,00;3,21;0,00;'ALBACA'
'B49';12;'crevette';27/4/2020;2/12/2020;0;1/5/2020;2/12/2020;7,04;165,00;1073,00;0,00;1073,00;0,26;0,00;0,00;0,00;0,00;2951,00;26553,00;7069,00;19484,00;0,00;4200,00;1670,84;152,21;3,25;0,00;0,00;0,00;0,00;0,00;94,00;83,00;0,00;1,00;3,05;0,00;'ALBACA'
'FA';3;'crevette';30/4/2020;20/8/2020;0;1/5/2020;20/8/2020;3,63;120,00;313,00;0,00;313,00;0,00;0,00;0,00;0,00;0,00;379,00;5040,00;0,00;6004,00;0,00;810,00;3566,86;86,00;1,96;0,00;0,00;0,00;0,00;0,00;20,00;12,00;0,00;1,00;3,47;0,00;'ALBACA'
'AD1';32;'crevette';1/5/2020;10/11/2020;0;2/5/2020;10/11/2020;6,29;600,00;1476,00;0,00;1476,00;0,29;0,00;0,00;0,00;0,00;4177,00;43658,00;13060,00;30598,00;0,00;6000,00;1263,53;234,46;4,76;0,00;0,00;0,00;0,00;0,00;212,00;214,00;0,00;1,00;3,11;0,00;'ALBACA'
'B01';60;'crevette';27/4/2020;14/7/2020;0;30/4/2020;14/7/2020;2,45;253,00;445,00;0,00;445,00;0,04;0,00;0,00;0,00;0,00;526,00;10626,00;492,00;10134,00;0,00;1765,00;2410,08;180,96;2,73;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;1,00;3,28;0,00;'ALBACA'
'B05';38;'tilapia';4/5/2020;11/7/2020;0;8/5/2020;11/7/2020;2,09;124,66;3248,00;0,00;3248,00;0,46;0,00;0,00;0,00;0,00;3979,00;35300,00;16578,00;18722,00;0,00;6800,00;11925,20;1547,87;1,27;0,00;0,00;0,00;0,00;0,00;7,00;5,00;0,00;1,00;3,02;0,00;
'B58';21;'crevette';1/5/2020;15/12/2020;0;8/5/2020;15/12/2020;7,24;258,00;1279,00;0,00;1279,00;0,33;0,00;0,00;0,00;0,00;3797,00;34830,00;11528,00;23302,00;0,00;5800,00;1323,55;176,51;3,71;0,00;0,00;0,00;0,00;0,00;77,00;104,00;0,00;1,00;3,12;0,00;'ALBACA'
'B36';37;'tilapia';7/5/2020;29/7/2020;0;14/5/2020;29/7/2020;2,49;1174,00;7109,00;0,00;7109,00;0,15;0,00;0,00;0,00;0,00;7358,00;11352,00;1761,00;9591,00;0,00;5800,00;22372,58;2852,95;1,23;0,00;0,00;0,00;0,00;0,00;2867,06;2301,00;0,00;1,00;2,69;0,00;
'B56';23;'crevette';10/5/2020;4/8/2020;0;13/5/2020;4/8/2020;2,72;3,96;265,00;0,00;265,00;0,93;0,00;0,00;0,00;0,00;1543,00;215773,00;200948,00;14825,00;0,00;2800,00;1866,38;97,37;5,91;0,00;0,00;0,00;0,00;0,00;45,00;68,00;0,00;1,00;3,05;0,00;'ALBACA'
'B03';70;'crevette';12/5/2020;5/8/2020;0;16/5/2020;5/8/2020;2,65;1,84;396,00;0,00;396,00;0,28;0,00;0,00;0,00;0,00;550,00;101496,00;28999,00;72497,00;0,00;997,00;8109,97;149,11;1,39;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,54;0,00;'ALBACA'
'B29';32;'tilapia';11/5/2020;10/9/2020;0;14/5/2020;10/9/2020;3,90;744,00;6243,00;0,00;6243,00;0,17;0,00;0,00;0,00;0,00;8051,00;9353,00;1599,00;7754,00;0,00;3700,00;20752,57;1600,09;1,46;0,00;0,00;0,00;0,00;0,00;3853,33;2703,00;0,00;1,00;2,85;0,00;
'B52';22;'crevette';5/5/2020;16/12/2020;0;15/5/2020;16/12/2020;7,04;300,00;1461,00;0,00;1461,00;0,25;0,00;0,00;0,00;0,00;3661,00;36000,00;9299,00;26701,00;0,00;6000,00;1495,47;207,25;3,15;0,00;0,00;0,00;0,00;0,00;100,00;128,00;0,00;1,00;2,77;0,00;'ALBACA'
'B11';38;'crevette';18/5/2020;16/9/2020;0;19/5/2020;16/9/2020;3,93;5,06;1375,00;0,00;1375,00;0,35;0,00;0,00;0,00;0,00;2169,00;238367,00;83859,00;154508,00;0,00;3840,00;4939,98;349,47;1,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2,79;0,00;'ALBACA'
'B45';24;'crevette';18/5/2020;22/12/2020;0;22/5/2020;22/12/2020;7,01;231,00;1391,00;0,00;1391,00;0,09;0,00;0,00;0,00;0,00;3204,00;28875,00;2702,00;26173,00;0,00;4800,00;1876,46;198,25;2,76;0,00;0,00;0,00;0,00;0,00;93,00;102,00;0,00;1,00;3,12;0,00;'ALBACA'
'B28';28;'tilapia';18/5/2020;26/8/2020;0;22/5/2020;26/8/2020;3,14;1098,00;5780,00;0,00;5780,00;0,19;0,00;0,00;0,00;0,00;7118,00;6769,00;1294,00;5475,00;0,00;4400,00;18418,08;1836,35;1,52;0,00;0,00;0,00;0,00;0,00;249,00;230,00;0,00;1,00;2,87;0,00;
'B57';22;'crevette';25/5/2020;4/9/2020;0;30/5/2020;4/9/2020;3,18;0,19;37,00;0,00;37,00;0,82;0,00;0,00;0,00;0,00;179,00;10116,00;8296,00;1820,00;0,00;3500,00;180,12;11,63;4,86;0,00;0,00;0,00;0,00;0,00;182,00;178,00;0,00;1,00;3,64;0,00;'ALBACA'
'B26';44;'tilapia';26/5/2020;2/9/2020;0;1/6/2020;2/9/2020;3,04;1155,00;6045,00;0,00;6045,00;0,12;0,00;0,00;0,00;0,00;7061,00;5745,00;710,00;5035,00;0,00;3365,00;25964,36;1982,50;1,44;0,00;0,00;0,00;0,00;0,00;132,00;97,00;0,00;1,00;2,47;0,00;
'B30';32;'crevette';25/5/2020;8/12/2020;0;1/6/2020;8/12/2020;6,22;263,00;1047,00;0,00;1047,00;0,16;0,00;0,00;0,00;0,00;1893,00;22859,00;3728,00;19131,00;0,00;3400,00;2016,60;168,07;2,41;0,00;0,00;0,00;0,00;0,00;98,00;93,00;0,00;1,00;3,15;0,00;'ALBACA'
'B04';40;'crevette';1/6/2020;21/12/2020;0;5/6/2020;21/12/2020;6,52;243,00;1036,00;0,00;1036,00;0,24;0,00;0,00;0,00;0,00;2629,00;24440,00;5895,00;18545,00;0,00;3878,00;1707,45;158,78;3,31;0,00;0,00;0,00;0,00;0,00;157,00;149,00;0,00;1,00;3,38;0,00;'ALBACA'
'LAG';13;'tilapia';8/6/2020;1/10/2020;0;12/6/2020;1/10/2020;3,63;1283,00;9483,00;0,00;9483,00;0,20;0,00;0,00;0,00;0,00;12210,00;9817,00;1986,00;7890,00;0,00;7000,00;17535,96;2605,68;1,48;0,00;0,00;0,00;0,00;0,00;446,00;505,00;0,00;1,00;2,49;0,00;
'B51';32;'crevette';5/6/2020;27/12/2020;0;17/6/2020;27/12/2020;6,32;410,00;1212,00;0,00;1212,00;0,23;0,00;0,00;0,00;0,00;3148,00;29455,00;6925,00;22530,00;0,00;4600,00;1501,05;191,53;3,92;0,00;0,00;0,00;628200,00;1103880,00;88,00;104,00;0,00;0,00;0,00;0,00;
'B32';31;'crevette';15/6/2020;7/12/2020;0;17/6/2020;7/12/2020;5,67;636,00;1238,00;0,00;1238,00;0,09;0,00;0,00;0,00;0,00;2168,00;25264,00;2376,00;22888,00;0,00;4000,00;1445,53;218,26;3,60;0,00;0,00;0,00;0,00;0,00;114,00;101,00;0,00;1,00;3,09;0,00;'ALBACA'
'B38';31;'tilapia';18/6/2020;16/11/2020;0;22/6/2020;16/11/2020;4,81;316,12;7083,00;0,00;7083,00;0,35;0,00;0,00;0,00;0,00;8434,00;26090,00;9353,00;16742,00;0,00;5200,00;14709,72;1469,60;1,24;0,00;0,00;0,00;0,00;0,00;558,00;558,00;0,00;1,00;2,61;0,00;
'M2';3;'crevette';20/6/2020;17/7/2020;0;22/6/2020;17/7/2020;0,81;49,50;36,00;0,00;36,00;0,20;0,00;0,00;0,00;0,00;24,00;488,00;102,00;386,00;0,00;600,00;-1495,97;43,92;-1,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,20;0,00;'ALBACA'
'B21';30;'tilapia';25/6/2020;19/10/2020;0;29/6/2020;19/10/2020;3,67;1277,00;6896,00;0,00;6896,00;0,18;0,00;0,00;0,00;0,00;9327,00;5850,00;1098,00;5082,00;0,00;6000,00;13893,98;1877,92;1,65;0,00;0,00;0,00;0,00;0,00;524,00;854,00;0,00;1,00;2,56;0,00;
'M1';4;'crevette';29/6/2020;10/7/2020;0;30/6/2020;10/7/2020;0,32;162,00;155,00;0,00;155,00;0,02;0,00;0,00;0,00;0,00;10,00;1972,00;53,00;1919,00;0,00;600,00;-1938,58;472,75;-1,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,02;0,00;'ALBACA'
'B10';36;'tilapia';1/7/2020;8/10/2020;0;6/7/2020;8/10/2020;3,08;1184,00;4247,00;0,00;4247,00;0,22;0,00;0,00;0,00;0,00;6359,00;4335,00;991,00;3376,00;0,00;6000,00;9024,11;1378,01;2,07;0,00;0,00;0,00;0,00;0,00;234,00;342,00;0,00;1,00;2,56;0,00;
'B02';65;'crevette';7/7/2020;18/8/2020;0;9/7/2020;18/8/2020;1,31;189,00;214,00;0,00;214,00;0,06;0,00;0,00;0,00;0,00;86,00;2293,00;141,00;2152,00;0,00;1233,00;842,27;163,17;3,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,41;0,00;'ALBACA'
'B27';28;'crevette';6/7/2020;19/1/2021;0;15/7/2020;19/1/2021;6,16;386,00;1651,00;0,00;1651,00;0,25;0,00;0,00;0,00;0,00;4007,00;41088,00;10565,00;30523,00;0,00;6100,00;1832,90;267,84;3,16;0,00;0,00;0,00;1212000,00;2412000,00;140,00;482,00;0,00;0,00;0,00;0,00;
'B31';43;'tilapia';8/7/2020;21/9/2020;0;13/7/2020;21/9/2020;2,29;1018,00;2354,00;0,00;2354,00;0,07;0,00;0,00;0,00;0,00;1985,00;2328,00;186,00;2198,00;0,00;2600,00;12197,53;1025,67;1,48;0,00;0,00;0,00;0,00;0,00;708,00;764,00;0,00;1,00;2,61;0,00;
'B09';13;'crevette';13/7/2020;28/1/2021;0;17/7/2020;28/1/2021;6,39;364,00;1544,00;0,00;1544,00;0,19;0,00;0,00;0,00;0,00;3320,00;34912,00;6640,00;28272,00;0,00;5000,00;2011,01;241,49;2,81;0,00;0,00;0,00;1776000,00;2160000,00;97,00;114,00;0,00;0,00;0,00;0,00;
'B25';36;'tilapia';13/7/2020;30/9/2020;0;22/7/2020;30/9/2020;2,29;98,88;4260,00;0,00;4260,00;0,37;0,00;0,00;0,00;0,00;4449,00;20000,00;7539,00;12461,00;0,00;4800,00;20578,21;1856,14;1,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2,49;0,00;
'A02';33;'crevette';13/7/2020;30/10/2020;0;28/7/2020;30/10/2020;3,08;6,60;1282,00;0,00;1282,00;0,38;0,00;0,00;0,00;0,00;1849,00;323098,00;124083,00;199015,00;0,00;3700,00;6093,28;415,96;1,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;1,00;3,40;0,00;'ALBACA'
'M1';5;'crevette';15/7/2020;25/8/2020;0;16/7/2020;25/8/2020;1,31;36,00;52,87;0,00;52,87;0,00;0,00;0,00;0,00;0,00;37,00;386,00;0,00;410,00;0,00;600,00;1168,27;40,31;2,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,44;0,00;'ALBACA'
'B44';27;'crevette';15/7/2020;29/12/2020;0;22/7/2020;29/12/2020;5,24;707,00;1350,00;0,00;1350,00;0,07;0,00;0,00;0,00;0,00;2433,00;27023,00;2133,00;24890,00;0,00;6278,00;1063,66;257,34;3,78;0,00;0,00;0,00;915900,00;1338840,00;60,00;56,00;0,00;0,00;0,00;0,00;
'B37';29;'tilapia';15/7/2020;12/11/2020;0;22/7/2020;12/11/2020;3,70;694,00;7938,00;0,00;7938,00;0,14;0,00;0,00;0,00;0,00;9122,00;6635,00;967,00;5683,00;0,00;4600,00;23156,82;2142,55;1,25;0,00;0,00;0,00;0,00;0,00;188,00;203,00;0,00;1,00;2,56;0,00;
'B05';39;'crevette';20/7/2020;1/2/2021;0;23/7/2020;1/2/2021;6,32;340,00;2043,00;0,00;2043,00;0,14;0,00;0,00;0,00;0,00;4086,00;43882,00;6374,00;37508,00;0,00;6800,00;2156,18;322,85;2,39;0,00;0,00;0,00;251400,00;2154600,00;260,00;257,00;0,00;0,00;0,00;0,00;
'B34';32;'tilapia';24/7/2020;2/11/2020;0;27/7/2020;2/11/2020;3,21;1415,00;8569,00;0,00;8569,00;0,13;0,00;0,00;0,00;0,00;8700,00;7651,00;1047,00;6604,00;0,00;5700,00;21280,65;2666,88;1,21;0,00;0,00;0,00;0,00;0,00;576,00;476,00;0,00;1,00;2,39;0,00;
'A03';30;'crevette';27/7/2020;10/2/2021;0;31/7/2020;10/2/2021;6,36;195,00;1425,00;0,00;1425,00;0,22;0,00;0,00;0,00;0,00;3178,00;32450,00;7286,00;25164,00;0,00;4200,00;2508,36;224,03;2,58;0,00;0,00;0,00;1168200,00;1406400,00;120,00;112,00;0,00;0,00;0,00;0,00;
'B46';25;'crevette';27/7/2020;4/11/2020;0;4/8/2020;4/11/2020;3,01;59,43;588,00;0,00;588,00;0,39;0,00;0,00;0,00;0,00;853,00;79953,00;31722,00;48231,00;0,00;4400,00;2169,68;194,93;1,61;0,00;0,00;0,00;0,00;0,00;35,00;38,00;0,00;1,00;3,22;0,00;'ALBACA'
'B36';38;'crevette';3/8/2020;27/1/2021;0;18/8/2020;27/1/2021;5,31;511,00;1628,00;0,00;1628,00;0,23;0,00;0,00;0,00;0,00;3271,00;38958,00;9064,00;29894,00;0,00;5800,00;1975,36;306,50;2,92;0,00;0,00;0,00;1046400,00;1743600,00;170,00;132,00;0,00;0,00;0,00;0,00;
'B03';71;'crevette';15/8/2020;;0;17/8/2020;17/4/2021;9,73;455,00;73,00;177,89;250,89;0,46;0,00;3,73;4,00;4,00;1242,00;5371,00;2482,00;803,00;2086,00;997,00;-1145,34;7,49;-6,08;2,09;81,00;40,12;310800,00;264000,00;0,00;0,00;0,00;0,00;0,00;0,00;
'M2';4;'crevette';15/8/2020;21/10/2020;0;18/8/2020;21/10/2020;2,09;38,62;33,57;0,00;33,57;0,20;0,00;0,00;0,00;0,00;88,00;343,00;72,00;271,00;0,00;600,00;-218,52;16,00;-17,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,25;0,00;'ALBACA'
'B01';61;'crevette';5/8/2020;20/12/2020;0;21/8/2020;20/12/2020;3,96;140,00;428,00;0,00;428,00;0,26;0,00;0,00;0,00;0,00;675,00;11110,00;2973,00;8137,00;0,00;1765,00;2240,78;107,88;2,34;0,00;0,00;0,00;0,00;0,00;20,00;26,00;0,00;1,00;3,25;0,00;'ALBACA'
