'bassin';'cycle';'lot';'datesemis';'quantit�';'quantit�ml';'quantit�lb';'poids';'commentaire';'grpoisson';'esp�ce'
'MF';0;0;7/7/2015;180,00;0,00;1,81;99,00;'b24';249,70;'CAR'
'MF';0;0;7/7/2015;74,00;0,00;1,72;43,00;'b23';263,81;'CAR'
'MF';2;1;7/7/2015;74,00;0,00;1,72;43,00;'b23';263,81;
'B48';0;0;8/7/2015;48,00;0,00;1,60;30,00;'B58';283,75;'CAR'
'B51';24;1;9/7/2015;805,00;0,00;23,00;35,00;'B53';0,00;
'B45';16;2;9/7/2015;460,00;0,00;23,00;20,00;'B53';0,00;
'A02';20;1;10/7/2015;9088,00;0,00;142,00;64,00;'B01';0,00;
'B19';22;1;10/7/2015;9088,00;0,00;142,00;64,00;'B01 nuevo ciclo ruth';0,00;
'B21';21;1;13/7/2015;56538,00;104,70;47533,80;1,18;'31% mort tarde';0,00;
'B21';21;1;14/7/2015;66420,00;110,70;50257,80;1,32;'1% mort manana';0,00;
'A02';20;1;13/7/2015;1300,00;0,00;25,00;52,00;'a03';0,00;
'MF';2;1;14/7/2015;201,00;0,00;2,13;94,00;'b23';212,31;
'MF';0;0;14/7/2015;201,00;0,00;2,13;94,00;'b23';212,31;'CAR'
'A02';0;0;14/7/2015;50,00;0,00;1,47;34,00;'b23';308,72;'CAR'
'MF';0;0;14/7/2015;153,00;0,00;1,56;98,00;'b22';290,79;'CAR'
'MF';2;1;14/7/2015;153,00;0,00;1,56;98,00;'b22';290,79;
'B48';4;2;15/7/2015;176,00;0,00;1,18;148,00;'b57';381,77;
'B51';24;1;15/7/2015;425,00;0,00;25,00;17,00;'B53';0,00;
'B21';21;1;15/7/2015;60768,00;126,60;57476,40;1,05;'13% de mort';0,00;
'B19';22;1;3/7/2015;422,00;0,00;211,00;2,00;'B07';0,00;
'B19';22;1;4/7/2015;2508,00;0,00;209,00;12,00;'B07';0,00;
'A02';20;1;10/7/2015;13104,00;0,00;312,00;42,00;'B02';0,00;
'B21';21;1;17/7/2015;80166,00;129,30;58702,20;1,36;'p4 6% mort';0,00;
'B21';21;1;17/7/2015;78246,00;113,40;51483,60;1,51;'p5';0,00;
'B21';21;1;17/7/2015;60067,00;113,30;51438,20;1,16;'p6 6% de mort';0,00;
'B21';21;1;17/7/2015;65000,00;127,45;57862,30;1,12;'p7';0,00;
'B10';26;1;17/7/2015;19637,00;0,00;269,00;73,00;'B02';0,00;
'B10';26;1;17/7/2015;5460,00;0,00;273,00;20,00;'B02';0,00;
'B35';31;2;17/7/2015;510,00;0,00;1,22;416,00;'b36';370,32;
'B35';31;1;17/7/2015;237,00;0,00;0,53;444,00;'B36';850,53;
'B35';31;1;17/7/2015;300,00;0,00;0,65;457,00;'B36';691,59;
'B35';31;1;17/7/2015;60,00;0,00;0,59;101,00;'B36';764,23;
'B35';0;0;17/7/2015;510,00;0,00;1,22;416,00;'b36';370,32;'CAR'
'B37';19;1;18/7/2015;27004,00;0,00;172,00;157,00;'B39';0,00;
'B51';24;1;20/7/2015;400,00;0,00;25,00;16,00;'B53';0,00;
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B04';0;0;;;0,00;;0,00;;0,00;'CAR'
'B25';23;1;22/7/2015;9000,00;0,00;2161,90;4,16;'spring genetics';0,21;
'B25';23;1;22/7/2015;46200,00;0,00;3492,30;13,22;'98% vivos 1 muertos 1 ausente';0,13;
'B48';0;0;20/7/2015;30,00;0,00;1,15;26,00;'hembras B58';393,46;'CAR'
'B46';0;0;20/7/2015;27,00;0,00;1,12;24,00;'B58 machos';403,55;'CAR'
'B31';0;0;;;0,00;;0,00;;0,00;'CAR'
'MF';0;0;21/7/2015;375,00;0,00;1,76;212,00;'b22';256,66;'CAR'
'A03';0;0;22/7/2015;40,00;0,00;1,37;29,00;'mf';329,15;'CAR'
'LAG';0;0;22/7/2015;10,00;0,00;1,66;6,00;'mf';272,40;'CAR'
'B05';0;0;22/7/2015;10,00;0,00;1,81;5,50;'mf';249,70;'CAR'
'B19';0;0;22/7/2015;5,00;0,00;1,66;3,00;'mf';272,40;'CAR'
'B09';0;0;22/7/2015;35,00;0,00;1,34;26,00;'mf';337,25;'CAR'
'B08';0;0;22/7/2015;55,00;0,00;1,41;39,00;'mf';321,92;'CAR'
'B37';0;0;22/7/2015;60,00;0,00;1,42;42,00;'b57';317,80;'CAR'
'B46';0;0;22/7/2015;17,00;0,00;1,21;14,00;'b57';373,88;'CAR'
'B27';0;0;22/7/2015;44,00;0,00;1,37;32,00;'b57 machos';330,18;'CAR'
'B10';26;1;23/7/2015;10416,00;0,00;248,00;42,00;'b02';0,00;
'A03';20;1;23/7/2015;2600,00;0,00;260,00;10,00;'b02';0,00;
'A03';20;1;23/7/2015;22770,00;0,00;138,00;165,00;'b01';0,00;
'B27';19;1;23/7/2015;32340,00;0,00;165,00;196,00;'b39';0,00;
'B37';19;1;23/7/2015;7095,00;0,00;165,00;43,00;'B39';0,00;
'B45';16;1;21/7/2015;64953,00;103,10;46807,40;1,38;'p9  96% viv';0,00;
'B45';16;1;21/7/2015;46485,00;103,30;46898,20;0,99;'p8';0,00;
'B45';16;1;21/7/2015;58141,00;109,70;49803,80;1,16;'p10 95% vivant';0,00;
'B45';16;1;21/7/2015;25200,00;105,10;47715,40;0,52;'p11 (27000 paco';0,00;
'B45';16;1;23/7/2015;36348,00;93,20;42312,80;0,85;'p8 80% vivant';0,00;
'B45';16;1;23/7/2015;55629,00;114,07;51787,78;1,07;'p12';0,00;
'B46';16;1;24/7/2015;26880,00;0,00;168,00;160,00;'B44';0,00;
'B07';27;1;24/7/2015;2480,00;0,00;248,00;10,00;'B02';0,00;
'B07';27;1;24/7/2015;10665,00;0,00;135,00;79,00;'B01';0,00;
'B48';0;0;28/7/2015;15,00;0,00;1,07;14,00;'B58';423,73;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B45';16;1;30/7/2015;48180,00;109,50;49713,00;0,96;'p15';0,00;
'B45';16;1;31/7/2015;38775,00;117,50;53345,00;0,72;'p13 69% de sobrev';0,00;
'B07';27;1;30/7/2015;3876,00;0,00;204,00;19,00;'B02';0,00;
'B07';27;1;31/7/2015;2400,00;0,00;200,00;12,00;'B02';0,00;
'B43';16;1;31/7/2015;36498,00;0,00;154,00;237,00;'B44';0,00;
'B07';27;1;1/8/2015;2222,00;0,00;202,00;11,00;'B02';0,00;
'B07';27;1;1/8/2015;5796,00;0,00;138,00;42,00;'B01';0,00;
'B20';22;1;1/8/2015;39592,00;0,00;196,00;202,00;'B03';0,00;
'B20';0;0;;;0,00;;0,00;;0,00;'CAR'
'B31';0;0;;;0,00;;0,00;;0,00;'CAR'
'B28';0;0;4/8/2015;45,00;0,00;1,88;23,89;'mf machos';241,06;'CAR'
'B29';0;0;4/8/2015;38,00;0,00;1,88;20,17;'mf';241,06;'CAR'
'B32';0;0;4/8/2015;30,00;0,00;1,88;15,92;'mf';241,06;'CAR'
'B07';27;1;5/8/2015;5616,00;0,00;104,00;54,00;'B01';0,00;
'B43';0;0;4/8/2015;17,00;0,00;1,30;13,00;'B57';347,17;'CAR'
'B20';0;0;4/8/2015;65,00;0,00;1,88;34,42;'mf';240,47;'CAR'
'B07';0;0;4/8/2015;60,00;0,00;1,88;31,78;'mf machos';240,47;'CAR'
'B10';0;0;4/8/2015;60,00;0,00;1,88;31,78;'mf';240,47;'CAR'
'B09';0;0;4/8/2015;34,00;0,00;1,88;18,00;'mf';240,47;'CAR'
'B11';28;1;7/8/2015;832,00;0,00;104,00;8,00;'B01';0,00;
'B07';27;1;6/8/2015;2600,00;0,00;104,00;25,00;'B01';0,00;
'B07';27;1;7/8/2015;1560,00;0,00;104,00;15,00;'B01';0,00;
'B45';16;1;9/8/2015;43000,00;100,00;45400,00;0,94;'98%';0,00;
'B11';28;1;10/8/2015;7548,00;0,00;102,00;74,00;'b01';0,00;
'B30';22;1;10/8/2015;312,00;0,00;24,00;13,00;'B31';0,00;
'B37';19;1;10/8/2015;3484,00;0,00;26,00;134,00;'B38';0,00;
'B37';19;1;11/8/2015;260,00;0,00;26,00;10,00;'B38';0,00;
'B27';19;1;11/8/2015;3640,00;0,00;26,00;140,00;'B38';0,00;
'B29';24;1;12/8/2015;336,00;0,00;24,00;14,00;'b31';0,00;
'B46';16;1;12/8/2015;1032,00;0,00;24,00;43,00;'b58';0,00;
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B24';22;1;14/8/2015;5000,00;0,00;42,19;118,50;'pimera siembra los mas gde';10,75;
'B11';28;1;15/8/2015;15260,00;0,00;140,00;109,00;'B03';0,00;
'B23';18;1;15/8/2015;5300,00;0,00;43,08;123,00;'B25';10,53;
'B24';22;2;14/8/2015;1055,00;0,00;31,02;34,00;'B26';14,63;
'B38';20;1;15/8/2015;34563,00;0,00;123,00;281,00;'B29';0,00;
'B46';16;1;18/8/2015;312,00;0,00;24,00;13,00;'b58';0,00;
'B27';19;1;18/8/2015;230,00;0,00;23,00;10,00;'B33';0,00;
'B28';19;1;19/8/2015;138,00;0,00;23,00;6,00;'B33';0,00;
'B23';18;2;19/8/2015;980,00;0,00;30,62;32,00;'MF';14,82;
'B01';0;0;19/8/2015;310,00;0,00;2,60;119,00;'MF';174,27;'CAR'
'B01';0;0;19/8/2015;970,00;0,00;2,70;358,00;'MF';167,55;'CAR'
'B26';0;0;19/8/2015;1530,33;0,00;15,00;102,00;'MF';30,26;'CAR'
'B23';0;0;19/8/2015;980,00;0,00;30,62;32,00;'MF';14,82;'CAR'
'B01';46;1;19/8/2015;970,00;0,00;2,70;358,00;'MF';167,55;
'B01';46;1;19/8/2015;310,00;0,00;2,60;119,00;'MF';174,27;
'B43';16;1;17/8/2015;432,00;0,00;24,00;18,00;'B58';0,00;
'B48';0;0;17/8/2015;2,00;0,00;1,00;2,00;'b58';454,00;'CAR'
'B01';46;1;20/8/2015;350,00;0,00;1,53;228,00;'MF';295,74;
'B26';0;0;20/8/2015;972,00;0,00;9,00;108,00;'MF';50,44;'CAR'
'B01';0;0;20/8/2015;350,00;0,00;1,53;228,00;'MF';295,74;'CAR'
'B39';0;0;20/8/2015;206,00;0,00;1,70;121,00;'MF';266,66;'CAR'
'B26';30;2;20/8/2015;972,08;0,00;9,00;108,00;'MF';50,44;
'B22';20;1;22/8/2015;2977,00;0,00;24,40;122,00;'B25';18,60;
'B22';20;2;21/8/2015;108,00;0,00;9,00;12,00;'MF';50,44;
'B22';0;0;21/8/2015;108,00;0,00;9,00;12,00;'MF';50,44;'CAR'
'B01';0;0;21/8/2015;153,00;0,00;2,06;74,00;'MF';219,58;'CAR'
'B31';30;1;21/8/2015;12648,00;0,00;124,00;102,00;'B39 en crise';0,00;
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B42';19;1;24/8/2015;1824,00;0,00;24,00;76,00;'B41';0,00;
'B31';0;0;;;0,00;;0,00;;0,00;'CAR'
'B31';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'B04';0;0;;;0,00;;0,00;;0,00;'CAR'
'B42';19;1;25/8/2015;288,00;0,00;24,00;12,00;'B41';0,00;
'B28';19;1;25/8/2015;253,00;0,00;23,00;11,00;'B34';0,00;
'B27';19;1;26/8/2015;168,00;0,00;24,00;7,00;'B34';0,00;
'B48';0;0;26/8/2015;369,00;0,00;1,15;319,00;'b57';392,48;'CAR'
'B52';0;0;28/6/2015;60,00;0,00;1,66;36,00;'b57';272,40;'CAR'
'B51';0;0;26/8/2015;42,00;0,00;1,55;27,00;'b57 macho';291,85;'CAR'
'B48';4;1;26/8/2015;96,00;0,00;0,56;169,16;'b57';800,00;
'B52';15;1;27/8/2015;23634,00;0,00;101,00;234,00;'B44';0,00;
'B48';0;0;27/8/2015;42,00;0,00;1,55;27,00;'b57';291,85;'CAR'
'B04';0;0;27/8/2015;13,00;0,00;1,62;8,00;'b57';279,38;'CAR'
'B22';20;2;27/8/2015;705,00;0,00;12,36;57,00;'b26';36,70;
'B22';20;1;27/8/2015;265,00;0,00;16,56;16,00;'b25';27,41;
'B22';20;1;28/8/2015;142,00;0,00;16,56;8,57;'b25';27,41;
'B33';22;1;28/8/2015;20196,00;0,00;153,00;132,00;'B39';0,00;
'B52';15;1;28/8/2015;7191,00;0,00;153,00;47,00;'B39';0,00;
'B52';15;1;28/8/2015;6579,00;0,00;153,00;43,00;'B39';0,00;
'B11';0;0;;;0,00;;0,00;;0,00;'CAR'
'B24';0;0;;;0,00;;0,00;;0,00;'CAR'
'B24';0;0;31/8/2015;1055,00;0,00;31,02;34,00;'b26';14,63;'CAR'
'B31';0;0;;;0,00;;0,00;;0,00;'CAR'
'B33';0;0;;;0,00;;0,00;;0,00;'CAR'
'MF';0;0;;;0,00;;0,00;;0,00;'CAR'
'B38';0;0;;;0,00;;0,00;;0,00;'CAR'
'B02';48;1;2/9/2015;7298,00;0,00;82,00;89,00;'B03';0,00;
'MF';3;1;3/9/2015;902,00;0,00;82,00;11,00;'B03';0,00;
'MF';3;1;2/9/2015;3034,00;0,00;82,00;37,00;'B03';0,00;
'MF';3;1;3/9/2015;18634,00;0,00;154,00;121,00;'B39';0,00;
'B34';26;1;3/9/2015;16016,00;0,00;154,00;104,00;'B39';0,00;
'B36';0;0;3/9/2015;57,00;0,00;0,65;87,00;'B39';692,94;'CAR'
'B38';0;0;3/9/2015;35,00;0,00;1,09;32,00;'B39 macho';415,08;'CAR'
'B36';29;1;3/9/2015;57,00;0,00;0,65;87,00;'B39';692,94;
'MF';3;1;4/9/2015;2464,00;0,00;154,00;16,00;'B39';0,00;
'MF';3;1;5/9/2015;9990,00;0,00;222,00;45,00;'B39';0,00;
'B34';0;0;4/9/2015;15,00;0,00;1,07;14,00;'B39';423,73;'CAR'
'B36';0;0;4/9/2015;43,00;0,00;1,07;40,00;'B39';422,32;'CAR'
'B38';0;0;5/9/2015;3,24;0,00;1,08;3,00;'B39 macho';420,00;'CAR'
'B54';17;1;10/9/2015;20425,00;0,00;95,00;215,00;'B44';0,00;
'MF';3;1;10/9/2015;17466,00;0,00;213,00;82,00;'MF';0,00;
'B01';0;0;10/9/2015;9158,95;0,00;78,95;116,00;'B26';5,75;'CAR'
'B01';46;2;10/9/2015;9158,95;0,00;78,95;116,00;'B26';5,75;
'B54';0;0;11/9/2015;60,00;0,00;1,66;36,00;'b01 hembras';272,40;'CAR'
'B39';0;0;11/9/2015;60,00;0,00;1,53;39,00;'b01 hembras';295,10;'CAR'
'B38';0;0;11/9/2015;60,00;0,00;1,57;38,00;'b01 hembras';287,53;'CAR'
'B34';0;0;11/9/2015;30,00;0,00;1,57;19,00;'B01 hembras';287,53;'CAR'
'B43';0;0;11/9/2015;50,00;0,00;1,56;32,00;'b01 hembras';290,56;'CAR'
'B05';0;0;11/9/2015;32,00;0,00;1,68;19,00;'b01 macho';269,56;'CAR'
'B11';0;0;11/9/2015;50,00;0,00;1,56;32,00;'macho 01';290,56;'CAR'
'B02';0;0;11/9/2015;15,00;0,00;1,25;12,00;'B01 macho';363,20;'CAR'
'MF';0;0;11/9/2015;34,00;0,00;2,83;12,00;'b26 macho';160,23;'CAR'
'B31';0;0;11/9/2015;30,00;0,00;2,30;13,00;'b26 hembras';196,73;'CAR'
'B33';0;0;11/9/2015;26,00;0,00;2,36;11,00;'b26 hembras';192,07;'CAR'
'B54';17;1;12/9/2015;15232,00;0,00;112,00;136,00;'b44';0,00;
'B39';19;1;12/9/2015;34322,00;0,00;262,00;131,00;'B45';0,00;
'B01';46;2;11/9/2015;3476,00;0,00;78,95;44,02;'b26';5,75;
'B33';22;1;14/9/2015;943,00;0,00;23,00;41,00;'B32';0,00;
'B34';26;1;14/9/2015;989,00;0,00;23,00;43,00;'B32';0,00;
'B33';0;0;14/9/2015;6,00;0,00;1,00;6,00;'b32';454,00;'CAR'
'B37';19;1;15/9/2015;1150,00;0,00;23,00;50,00;'B32';0,00;
'B01';0;0;15/9/2015;983,39;0,00;81,94;12,00;'b26';5,54;'CAR'
'B05';0;0;16/9/2015;30,00;0,00;2,30;13,00;'b26 macho';196,73;'CAR'
'MF';0;0;16/9/2015;20,00;0,00;2,50;8,00;'b26 macho';181,60;'CAR'
'B53';0;0;16/9/2015;40,00;0,00;1,60;25,00;'b26 hembras';283,75;'CAR'
'B01';0;0;16/9/2015;30,00;0,00;2,72;11,00;'b26';166,46;'CAR'
'B01';46;1;17/9/2015;12,00;0,00;3,00;4,00;'b26';151,33;
'B01';46;3;17/9/2015;7,00;0,00;1,40;5,00;'reprod';324,28;
'B01';46;3;17/9/2015;59,00;0,00;0,95;62,00;'reprod';477,08;
'B01';46;3;17/9/2015;23,00;0,00;1,00;23,00;'reprod';454,00;
'B54';17;1;18/9/2015;5720,00;0,00;104,00;55,00;'B44';0,00;
'B53';14;1;18/9/2015;5200,00;0,00;104,00;50,00;'B44';0,00;
'B53';14;1;19/9/2015;45864,00;0,00;104,00;441,00;'B44';0,00;
'B49';5;1;23/9/2015;158,00;0,00;0,43;360,00;'B36';1034,43;
'B25';0;0;23/9/2015;50,00;0,00;1,31;38,00;'hembras';345,04;'CAR'
'B26';0;0;23/9/2015;50,00;0,00;1,38;36,00;'b36 hembras';326,88;'CAR'
'B01';0;0;23/9/2015;201,00;0,00;1,66;121,00;'b36';273,30;'CAR'
'B01';46;1;23/9/2015;201,00;0,00;1,66;121,00;'b36';273,30;
'B41';0;0;;;0,00;;0,00;;0,00;'CAR'
'B52';0;0;;;0,00;;0,00;;0,00;'CAR'
'B52';0;0;18/9/2015;80,00;0,00;1,81;44,00;'b01 hembras';249,70;'CAR'
'AD1';0;0;18/9/2015;40,00;0,00;1,08;37,00;'hembras';419,95;'CAR'
'B04';0;0;18/9/2015;40,00;0,00;1,21;33,00;'hembras';374,55;'CAR'
'B53';0;0;18/9/2015;50,00;0,00;1,28;39,00;'hembras';354,12;'CAR'
'B08';0;0;18/9/2015;30,00;0,00;1,36;22,00;'macho';332,93;'CAR'
'B09';0;0;18/9/2015;30,00;0,00;1,03;29,00;'macho';438,86;'CAR'
'B20';0;0;18/9/2015;50,00;0,00;1,56;32,00;'macho';290,56;'CAR'
'LAG';0;0;18/9/2015;26,00;0,00;1,36;19,00;'macho';331,76;'CAR'
'MF';0;0;18/9/2015;40,00;0,00;1,33;30,00;'macho';340,50;'CAR'
'B26';31;1;25/9/2015;20355,00;0,00;177,00;115,00;'B21';0,00;
'B32';22;1;25/9/2015;24249,00;0,00;177,00;137,00;'B21';0,00;
'B25';24;1;25/9/2015;26373,00;0,00;177,00;149,00;'B21';0,00;
'B41';20;1;25/9/2015;30525,00;0,00;185,00;165,00;'B45';0,00;
'B49';5;1;26/9/2015;588,00;0,00;0,43;1345,00;'B36';1038,48;
'B49';5;1;30/9/2015;12,00;0,00;0,44;27,00;'b35';1021,50;
'B52';0;0;30/9/2015;101,00;0,00;1,38;73,00;'b35 hembras';328,13;'CAR'
'B49';0;0;30/9/2015;16,00;0,00;1,33;12,00;'b35';340,50;'CAR'
'B49';5;1;30/9/2015;193,00;0,00;0,47;404,00;'b36';950,34;
'B49';0;0;30/9/2015;291,00;0,00;1,55;187,00;'b36';291,74;'CAR'
'B49';5;2;30/9/2015;16,00;0,00;1,33;12,00;'b35';340,50;
'B49';5;2;30/9/2015;291,00;0,00;1,55;187,00;'b36';291,74;
'B49';5;1;1/10/2015;1,00;0,00;0,50;2,00;'B35';908,00;
'B49';5;2;1/10/2015;52,00;0,00;1,26;41,00;'B35';357,96;
'B30';0;0;1/10/2015;12,00;0,00;1,33;9,00;'b35 macho';340,50;'CAR'
'B49';0;0;1/10/2015;52,00;0,00;1,26;41,00;'b35';357,96;'CAR'
'B49';5;1;1/10/2015;25,00;0,00;0,43;58,00;'B36';1053,28;
'B51';0;0;1/10/2015;42,00;0,00;2,33;18,00;'B36 macho';194,57;'CAR'
'B49';0;0;1/10/2015;69,00;0,00;1,53;45,00;'B36';296,08;'CAR'
'B49';5;1;2/10/2015;3,00;0,00;0,42;7,00;'B36';1059,33;
'B49';5;2;2/10/2015;4,00;0,00;2,00;2,00;'B36';227,00;
'B49';0;0;2/10/2015;4,00;0,00;2,00;2,00;'B36';227,00;'CAR'
'B49';5;2;1/10/2015;69,00;0,00;1,53;45,00;'B36';296,08;
'B44';0;0;2/10/2015;150,00;0,00;1,26;119,00;'B01';360,17;'CAR'
'B44';19;1;2/10/2015;37698,00;0,00;183,00;206,00;'B45';0,00;
'B07';27;1;5/10/2015;1242,00;0,00;23,00;54,00;'B09';0,00;
'B11';28;1;5/10/2015;966,00;0,00;23,00;42,00;'B09';0,00;
'B24';0;0;6/10/2015;17,00;0,00;1,13;15,00;'B09';400,58;'CAR'
'B01';0;0;2/10/2015;371,00;0,00;3,94;94,00;'pileta';115,02;'CAR'
'B01';46;1;2/10/2015;371,00;0,00;3,94;94,00;'pileta';115,02;
'B20';22;1;6/10/2015;1242,00;0,00;23,00;54,00;'B09';0,00;
'B10';0;0;6/10/2015;2,00;0,00;2,00;1,00;'b09';227,00;'CAR'
'B41';0;0;;;0,00;;0,00;;0,00;'CAR'
'B41';20;1;9/10/2015;7326,00;0,00;222,00;33,00;'B45';0,00;
'B35';32;1;9/10/2015;9940,00;0,00;142,00;70,00;'B21';0,00;
'B35';32;1;9/10/2015;2736,00;0,00;152,00;18,00;'B21';0,00;
'B25';24;1;9/10/2015;2432,00;0,00;152,00;16,00;'B21';0,00;
'B41';0;0;9/10/2015;100,00;0,00;1,26;79,00;'b01 hembras';358,66;'CAR'
'B09';3;2;15/10/2015;38766,00;92,30;41904,20;0,92;'P1 ruth';0,00;
'B09';3;2;15/10/2015;51700,00;110,00;49940,00;1,03;'P4 ruth';0,00;
'B09';3;2;15/10/2015;63783,00;111,90;50802,60;1,25;'P5 ruth';0,00;
'B11';28;1;19/10/2015;750,00;0,00;25,00;30,00;'b08';0,00;
'B10';26;1;19/10/2015;700,00;0,00;25,00;28,00;'b08';0,00;
'B07';27;1;19/10/2015;550,00;0,00;25,00;22,00;'b07';0,00;
'B09';3;2;17/10/2015;15770,00;83,00;37682,00;0,41;'p3';0,00;
'B09';3;2;17/10/2015;58515,00;124,50;56523,00;1,03;'p6';0,00;
'B09';3;2;17/10/2015;70006,00;120,70;54797,80;1,27;'p9';0,00;
'B09';3;2;19/10/2015;45486,00;108,30;49168,20;0,92;'p8';0,00;
'B09';3;2;19/10/2015;41181,00;111,30;50530,20;0,81;'p7';0,00;
'B09';3;2;19/10/2015;39824,00;104,80;47579,20;0,83;'p10';0,00;
'B09';3;2;19/10/2015;24046,00;109,30;49622,20;0,48;'p11';0,00;
'B09';3;2;17/10/2015;32672,00;102,10;46353,40;0,70;'p2';0,00;
'B09';3;1;19/10/2015;800,00;0,00;25,00;32,00;'b08';0,00;
'B47';9;1;17/10/2015;30144,00;0,00;192,00;157,00;'B45';0,00;
'B23';0;0;19/10/2015;11,00;0,00;1,22;9,00;'b08';371,45;'CAR'
'B47';0;0;17/10/2015;100,00;0,00;1,42;70,00;'b01';317,80;'CAR'
'B25';24;1;20/10/2015;950,00;0,00;25,00;38,00;'B08';0,00;
'B26';31;1;20/10/2015;1100,00;0,00;25,00;44,00;'B08';0,00;
'B10';0;0;20/10/2015;5,00;0,00;1,00;5,00;'b08';454,00;'CAR'
'B36';0;0;21/10/2015;50,00;0,00;1,28;39,00;'macho b01';354,12;'CAR'
'B58';0;0;21/10/2015;100,00;0,00;1,53;65,00;'b01 hembras';295,10;'CAR'
'B58';14;1;23/10/2015;30996,00;0,00;189,00;164,00;'B45 taille 235/lbs ?';0,00;
'B36';30;1;23/10/2015;18375,00;0,00;147,00;125,00;'B21 (tilapia)';0,00;
'B45';16;3;23/10/2015;32043,00;97,10;44083,40;0,72;'P4';0,00;
'B45';16;3;23/10/2015;32142,00;97,40;44219,60;0,72;'P12';0,00;
'B45';16;3;24/10/2015;55344,00;115,30;52346,20;1,05;'muerto 5/100';0,00;
'B45';16;3;28/10/2015;26796,00;95,70;43447,80;0,61;'p5';0,00;
'B45';16;3;28/10/2015;38760,00;102,00;46308,00;0,83;'p14';0,00;
'B45';16;3;28/10/2015;34974,00;120,60;54752,40;0,63;'p15 93/100';0,00;
'B08';34;1;30/10/2015;30628,00;0,00;124,00;247,00;'B21 40lbs se fueron al b07';0,00;
'B29';24;2;30/10/2015;19096,00;0,00;124,00;154,00;'B21';0,00;
'B08';0;0;31/10/2015;60,00;0,00;1,39;43,00;'b01 hembras';325,36;'CAR'
'B35';0;0;;;0,00;;0,00;;0,00;'CAR'
'B35';0;0;;;0,00;;0,00;;0,00;'CAR'
'B35';0;0;7/10/2015;30,00;0,00;1,42;21,00;'B01 machos';317,80;'CAR'
'B49';5;3;5/11/2015;2222,00;0,00;1,07;2062,25;'b48';421,36;
'B40';0;0;3/11/2015;100,00;0,00;2,27;44,00;'B01 hembras';199,76;'CAR'
'B58';14;1;3/11/2015;7182,00;0,00;189,00;38,00;'B45';0,00;
'B40';18;1;3/11/2015;40635,00;0,00;189,00;215,00;'B45';0,00;
'B45';16;3;29/10/2015;23100,00;110,00;49940,00;0,46;'napa 98/100';0,00;
'B07';27;2;30/10/2015;4960,00;0,00;124,00;40,00;'eroor siembra b08';0,00;
'B04';0;0;13/11/2015;40,00;0,00;1,11;36,00;'hembras';408,60;'CAR'
'AD1';0;0;13/11/2015;45,00;0,00;1,21;37,00;'hembras';373,28;'CAR'
'A02';0;0;13/11/2015;40,00;0,00;1,33;30,00;'machos';340,50;'CAR'
'B05';0;0;13/11/2015;50,00;0,00;1,92;26,00;'b01 machos';236,08;'CAR'
'B29';24;2;13/11/2015;2756,00;0,00;106,00;26,00;'B21';0,00;
'B04';30;2;13/11/2015;25546,00;0,00;106,00;241,00;'B21';0,00;
'B08';34;1;13/11/2015;2332,00;0,00;106,00;22,00;'b21';0,00;
'B29';24;2;16/11/2015;450,00;0,00;25,00;18,00;'B30';0,00;
'B31';0;0;17/11/2015;1,00;0,00;1,00;1,00;'b30';454,00;'CAR'
'B30';23;1;19/11/2015;20705,00;0,00;101,00;205,00;'B21';0,00;
'B08';34;1;19/11/2015;3030,00;0,00;101,00;30,00;'B21';0,00;
'B30';0;0;19/11/2015;35,00;0,00;1,29;27,00;'macho b22';350,22;'CAR'
'B29';0;0;19/11/2015;40,00;0,00;1,21;33,00;'B22 macho';374,55;'CAR'
'B28';0;0;20/11/2015;50,00;0,00;1,13;44,00;'macho b22';399,52;'CAR'
'B27';0;0;20/11/2015;45,00;0,00;1,07;42,00;'B22 machos';423,73;'CAR'
'B39';19;1;23/11/2015;450,00;0,00;25,00;18,00;'B42';0,00;
'B40';18;1;24/11/2015;600,00;0,00;25,00;24,00;'B42';0,00;
'B40';0;0;24/11/2015;3,00;0,00;1,00;3,00;'b42';454,00;'CAR'
'B07';0;0;26/11/2015;40,00;0,00;1,21;33,00;'macho b24';374,55;'CAR'
'A03';0;0;26/11/2015;22,00;0,00;1,29;17,00;'macho b24';350,81;'CAR'
'B57';0;0;26/11/2015;97,00;0,00;1,40;69,00;'hembras b24';322,94;'CAR'
'B57';13;2;26/11/2015;97,00;0,00;1,40;69,00;'b24 hembras';322,94;
'B57';13;1;26/11/2015;720,00;0,00;10,28;70,00;'hijo spring b24';44,13;
'B11';0;0;26/11/2015;20,00;0,00;1,11;18,00;'machos b24';408,60;'CAR'
'B57';0;0;27/11/2015;276,00;0,00;12,00;23,00;'b24';37,83;'CAR'
