'bassin';'cycle';'lot';'datesemis';'quantit�';'quantit�ml';'quantit�lb';'poids';'commentaire';'grpoisson';'esp�ce'
'B10';0;0;19/1/2007;39,00;0,00;1,00;39,00;'B01';454,00;'CAR'
'B22';0;0;19/1/2007;58,00;0,00;1,00;58,00;'B01';454,00;'CAR'
'B30';0;0;19/1/2007;34,00;0,00;1,00;34,00;'B01';454,00;'CAR'
'B42';0;0;19/1/2007;52,00;0,00;1,00;52,00;'B01';454,00;'CAR'
'B44';0;0;19/1/2007;63,00;0,00;1,00;63,00;'B01';454,00;'CAR'
'B45';0;0;19/1/2007;54,00;0,00;1,00;54,00;'B01';454,00;'CAR'
'B51';0;0;19/1/2007;24,00;0,00;1,00;24,00;'B01';454,00;'CAR'
'A01';10;1;20/1/2007;4750,00;0,00;190,00;25,00;'B16';0,00;
'B32';10;1;20/1/2007;12350,00;0,00;190,00;65,00;'B16';0,00;
'B17';21;3;20/1/2007;675,00;0,00;15,00;45,00;'B16';0,00;
'B32';0;0;22/1/2007;2,00;0,00;1,00;2,00;'B35';454,00;'CAR'
'B32';10;2;23/1/2007;800,00;0,00;40,00;20,00;'B35';0,00;
'B32';0;0;23/1/2007;12,00;0,00;1,00;12,00;'B35';454,00;'CAR'
'B45';7;1;24/1/2007;2739,00;0,00;33,00;83,00;'b52';0,00;
'B45';7;2;24/1/2007;11300,00;0,00;50,00;226,00;'B45';0,00;
'B54';0;0;25/1/2007;11,00;0,00;1,00;11,00;'B43';454,00;'CAR'
'B16';23;1;27/1/2007;12400,00;0,00;310,00;40,00;'B15';0,00;
'B25';11;1;27/1/2007;14535,00;0,00;171,00;85,00;'A03';0,00;
'B03';29;1;27/1/2007;324,00;0,00;12,00;27,00;'A03';0,00;
'B25';11;2;30/1/2007;625,00;0,00;25,00;25,00;'B12';0,00;
'B25';11;2;30/1/2007;1064,00;0,00;28,00;38,00;'B11';0,00;
'B25';0;0;30/1/2007;11,00;0,00;1,00;11,00;'B12';454,00;'CAR'
'B16';0;0;30/1/2007;2,00;0,00;1,00;2,00;'B12';454,00;'CAR'
'B16';0;0;30/1/2007;6,00;0,00;1,00;6,00;'B11';454,00;'CAR'
'B25';0;0;30/1/2007;13,00;0,00;1,00;13,00;'B11';454,00;'CAR'
'B25';11;2;31/1/2007;4070,00;0,00;37,00;110,00;'B12';0,00;
'B16';0;0;31/1/2007;22,00;0,00;1,00;22,00;'B12';454,00;'CAR'
'B25';11;1;3/2/2007;4360,00;0,00;218,00;20,00;'A03';0,00;
'B25';11;3;3/2/2007;4560,00;0,00;285,00;16,00;'B16';0,00;
'B23';8;4;3/2/2007;14250,00;0,00;285,00;50,00;'B15';0,00;
'B23';8;3;5/2/2007;182,00;0,00;26,00;7,00;'B11';0,00;
'B51';13;3;6/2/2007;2484,00;0,00;36,00;69,00;'B52';0,00;
'B10';0;0;6/2/2007;1,00;0,00;0,14;7,00;'B11';3178,00;'CAR'
'A02';0;0;6/2/2007;19,00;0,00;1,00;19,00;'B11';454,00;'CAR'
'B03';29;1;7/2/2007;336,00;0,00;28,00;12,00;'laborat';0,00;
'B45';7;1;7/2/2007;2720,00;0,00;34,00;80,00;'B52';0,00;
'B51';13;3;7/2/2007;4800,00;0,00;40,00;120,00;'B52';0,00;
'B23';8;5;10/2/2007;2000,00;0,00;200,00;10,00;'A03';0,00;
'B23';8;5;10/2/2007;4000,00;0,00;200,00;20,00;'B15';0,00;
'B23';8;3;12/2/2007;384,00;0,00;24,00;16,00;'B31';0,00;
'B34';0;0;13/2/2007;10,00;0,00;1,00;10,00;'B29';454,00;'CAR'
'B34';0;0;14/2/2007;8,00;0,00;1,00;8,00;'B28';454,00;'CAR'
'B48';0;0;14/2/2007;21,00;0,00;1,00;21,00;'B47';454,00;'CAR'
'B16';23;2;15/2/2007;560,00;0,00;40,00;14,00;'B17';0,00;
'B16';23;2;16/2/2007;1100,00;0,00;44,00;25,00;'B17';0,00;
'B16';0;0;16/2/2007;1,00;0,00;1,00;1,00;'B17';454,00;'CAR'
'B46';6;4;17/2/2007;13284,00;0,00;123,00;108,00;'B54';0,00;
'B23';8;6;17/2/2007;1400,00;0,00;140,00;10,00;'a03';0,00;
'B32';10;1;17/2/2007;2720,00;0,00;160,00;17,00;'B15';0,00;
'B48';6;2;15/2/2007;1400,00;0,00;28,00;50,00;'B47';0,00;
'B26';17;0;17/2/2007;6,00;0,00;0,28;21,00;'AD1';1589,00;'CAR'
'B03';0;0;19/2/2007;8,00;0,00;0,14;57,00;'B36';3234,75;'CAR'
'B32';10;2;21/2/2007;3157,00;0,00;41,00;77,00;'B39';0,00;
'B32';10;2;20/2/2007;180,00;0,00;30,00;6,00;'B39';0,00;
'B26';17;0;20/2/2007;5,00;0,00;1,00;5,00;'ad3';454,00;'CAR'
'B26';17;0;21/2/2007;1,00;0,00;1,00;1,00;'ad3';454,00;'CAR'
'B32';10;2;22/2/2007;162,00;0,00;27,00;6,00;'B30';0,00;
'B32';10;2;22/2/2007;459,00;0,00;27,00;17,00;'B28';0,00;
'B32';10;2;22/2/2007;506,00;0,00;23,00;22,00;'B27';0,00;
'B23';8;6;22/2/2007;1863,00;0,00;81,00;23,00;'B22';0,00;
'B34';0;0;23/2/2007;19,00;0,00;1,00;19,00;'B33';454,00;'CAR'
'B34';9;1;23/2/2007;1480,00;0,00;37,00;40,00;'B33';0,00;
'B32';0;0;26/2/2007;3,00;0,00;1,00;3,00;'B38';454,00;'CAR'
'A03';6;1;26/2/2007;71940,00;109,00;49486,00;1,45;'rosaira';0,00;
'A03';6;1;26/2/2007;49950,00;111,00;50394,00;0,99;'rosaira';0,00;
'A03';6;1;26/2/2007;59466,00;112,20;50938,80;1,16;'rosaira';0,00;
'A03';6;1;28/2/2007;40440,00;101,10;45899,40;0,88;'rosaira';0,00;
'A03';6;1;28/2/2007;64935,00;99,90;45354,60;1,43;'rosaira';0,00;
'A03';6;1;28/2/2007;68355,00;97,60;44310,40;1,54;'rosaira';0,00;
'B43';7;1;28/2/2007;2834,00;0,00;26,00;109,00;'B51';0,00;
'B43';0;0;28/2/2007;10,00;0,00;1,00;10,00;'B51';454,00;'CAR'
'B34';9;1;28/2/2007;465,00;0,00;31,00;15,00;'B28';0,00;
'B34';9;1;28/2/2007;630,00;0,00;45,00;14,00;'B30';0,00;
'B01';28;1;5/3/2007;22457,00;132,10;59973,40;0,37;'Rosaira 3,7 7,8 32 28,3';0,00;
'B01';28;1;2/3/2007;59736,00;104,80;47579,20;1,25;'Rosaira';0,00;
'B01';28;2;2/3/2007;459,00;0,00;17,00;27,00;'B03';0,00;
'B43';7;1;1/3/2007;1575,00;0,00;25,00;63,00;'B51';0,00;
'B43';0;0;1/3/2007;6,00;0,00;1,00;6,00;'B51';454,00;'CAR'
'B14';13;1;1/3/2007;1410,00;0,00;47,00;30,00;'B22';0,00;
'B14';0;0;1/3/2007;44,00;0,00;1,00;44,00;'B22';454,00;'CAR'
'B26';17;0;2/3/2007;16,00;0,00;1,00;16,00;'AD1';454,00;'CAR'
'B34';9;1;1/3/2007;350,00;0,00;25,00;14,00;'B27';0,00;
'B46';6;4;24/2/2007;11960,00;0,00;104,00;115,00;'B54';0,00;
'B46';6;4;24/2/2007;6936,00;0,00;102,00;68,00;'B54';0,00;
'B56';11;1;24/2/2007;12426,00;0,00;109,00;114,00;'B54';0,00;
'B56';11;1;24/2/2007;7480,00;0,00;110,00;68,00;'B54';0,00;
'B56';0;0;3/3/2007;20,00;0,00;0,20;100,00;'B54';2270,00;'CAR'
'B46';0;0;3/3/2007;41,00;0,00;0,27;150,00;'B54';1660,97;'CAR'
'B51';13;3;3/3/2007;1240,00;0,00;20,00;62,00;'policia del B54';0,00;
'B43';7;2;3/3/2007;10440,00;0,00;87,00;120,00;'B54';0,00;
'B56';11;1;3/3/2007;1869,00;0,00;89,00;21,00;'B54';0,00;
'B14';13;2;3/3/2007;26064,00;0,00;144,00;181,00;'B02';0,00;
'B43';7;1;5/3/2007;1705,00;0,00;31,00;55,00;'B51';0,00;
'B43';0;0;5/3/2007;6,00;0,00;1,00;6,00;'B51';454,00;'CAR'
'B34';9;1;5/3/2007;300,00;0,00;30,00;10,00;'B28';0,00;
'B34';9;1;5/3/2007;705,00;0,00;47,00;15,00;'B27';0,00;
'B01';28;2;5/3/2007;1500,00;0,00;25,00;60,00;'labo';0,00;
'B43';7;1;6/3/2007;600,00;0,00;30,00;20,00;'B51';0,00;
'B44';0;0;6/3/2007;3,00;0,00;1,00;3,00;'B51';454,00;'CAR'
'B34';9;1;6/3/2007;1750,00;0,00;50,00;35,00;'B28';0,00;
'B14';13;1;7/3/2007;1080,00;0,00;40,00;27,00;'B21';0,00;
'B14';0;0;7/3/2007;36,00;0,00;1,00;36,00;'B21';454,00;'CAR'
'B43';7;1;8/3/2007;7920,00;0,00;33,00;240,00;'B51';0,00;
'B43';0;0;8/3/2007;8,00;0,00;0,18;44,00;'B51';2497,00;'CAR'
'B31';15;1;8/3/2007;1610,00;0,00;23,00;70,00;'B36';0,00;
'B43';7;2;10/3/2007;2516,00;0,00;68,00;37,00;'B54';0,00;
'B58';7;1;10/3/2007;450,00;0,00;18,00;25,00;'B54';0,00;
'B48';0;0;10/3/2007;38,00;0,00;0,20;190,00;'B54';2270,00;'CAR'
'B13';14;1;10/3/2007;6768,00;0,00;141,00;48,00;'B03';0,00;
'B13';14;1;10/3/2007;2470,00;0,00;130,00;19,00;'B02';0,00;
'B55';0;0;24/2/2007;9,00;0,00;1,00;9,00;'B54';454,00;'CAR'
'B31';15;2;9/3/2007;174270,00;111,00;50394,00;3,45;'estela';0,00;
'B34';9;1;12/3/2007;1500,00;0,00;30,00;50,00;'B29';0,00;
'B26';17;0;12/3/2007;52,00;0,00;1,00;52,00;'B29';454,00;'CAR'
'B43';7;1;12/3/2007;1200,00;0,00;30,00;40,00;'B40';0,00;
'B43';7;1;13/3/2007;2670,00;0,00;30,00;89,00;'B40';0,00;
'B45';0;0;13/3/2007;14,00;0,00;0,25;56,00;'B40';1816,00;'CAR'
'B34';9;1;13/3/2007;1836,00;0,00;34,00;54,00;'B29';0,00;
'B26';17;0;13/3/2007;26,00;0,00;0,16;156,00;'B29';2724,00;'CAR'
'B55';9;1;13/3/2007;75,00;0,00;25,00;3,00;'B49';0,00;
'B43';7;1;14/3/2007;2560,00;0,00;40,00;64,00;'B40';0,00;
'B59';0;0;14/3/2007;3,00;0,00;0,16;18,00;'B49';2724,00;'CAR'
'B26';17;0;14/3/2007;3,00;0,00;0,20;15,00;'BAD1';2270,00;'CAR'
'B55';9;1;15/3/2007;620,00;0,00;31,00;20,00;'B58';0,00;
'B43';7;2;16/3/2007;6970,00;0,00;82,00;85,00;'B54';0,00;
'B44';7;1;16/3/2007;625,00;0,00;25,00;25,00;'policia B54';0,00;
'B44';0;0;16/3/2007;5,00;0,00;0,25;20,00;'B54';1816,00;'CAR'
'B04';16;1;16/3/2007;1241,00;0,00;17,00;73,00;'B03';0,00;
'B13';14;1;16/3/2007;4445,00;0,00;127,00;35,00;'B15';0,00;
'B13';14;1;16/3/2007;3275,00;0,00;131,00;25,00;'B03';0,00;
'B13';14;1;17/3/2007;800,00;0,00;100,00;8,00;'B15';0,00;
'B13';14;1;17/3/2007;4116,00;0,00;147,00;28,00;'B03';0,00;
'B04';16;1;17/3/2007;575,00;0,00;25,00;23,00;'B03';0,00;
'B13';14;1;24/3/2007;3161,00;0,00;109,00;29,00;'B02';0,00;
'B26';17;0;19/3/2007;50,00;0,00;1,00;50,00;'B29';454,00;'CAR'
'B55';9;1;20/3/2007;2850,00;0,00;30,00;95,00;'B48';0,00;
'B13';14;2;20/3/2007;138,00;0,00;23,00;6,00;'B08';0,00;
'B48';0;0;21/3/2007;5,00;0,00;0,31;16,00;'B48';1452,80;'CAR'
'B13';0;0;21/3/2007;15,00;0,00;0,28;52,00;'B08';1573,86;'CAR'
'B55';9;1;22/3/2007;312,00;0,00;26,00;12,00;'B58';0,00;
'B13';0;0;22/3/2007;2,00;0,00;1,00;2,00;'B08';454,00;'CAR'
'B26';17;0;22/3/2007;12,00;0,00;0,18;65,00;'B24';2459,16;'CAR'
'B13';0;0;22/3/2007;6,00;0,00;0,18;33,00;'B24';2497,00;'CAR'
'B13';14;2;22/3/2007;140,00;0,00;35,00;4,00;'B24';0,00;
'B23';8;3;22/3/2007;210,00;0,00;35,00;6,00;'B24';0,00;
'B35';14;1;22/3/2007;84000,00;105,00;47670,00;1,76;'ester';0,00;
'B13';0;0;26/3/2007;6,00;0,00;0,30;20,00;'B08';1513,33;'CAR'
'B13';14;2;26/3/2007;520,00;0,00;40,00;13,00;'B08';0,00;
'B55';9;1;26/3/2007;140,00;0,00;28,00;5,00;'B58';0,00;
'B13';14;2;27/3/2007;378,00;0,00;27,00;14,00;'B24';0,00;
'B15';28;1;28/3/2007;375,00;0,00;25,00;15,00;'madre';0,00;
'B13';0;0;28/3/2007;11,00;0,00;1,00;11,00;'B24';454,00;'CAR'
'B15';28;1;28/3/2007;125,00;0,00;25,00;5,00;'madre';0,00;
'B13';14;2;28/3/2007;1500,00;0,00;50,00;30,00;'B24';0,00;
'B13';14;2;30/3/2007;1128,00;0,00;47,00;24,00;'B02';0,00;
'B12';0;0;15/3/2007;2000,00;0,00;4,54;440,52;'???';100,00;'CAR'
'A01';0;0;30/3/2007;7,00;0,00;4,54;1,54;'B12';100,00;'CAR'
'A02';0;0;30/3/2007;20,00;0,00;4,54;4,40;'B12';100,00;'CAR'
'AD2';0;0;30/3/2007;5,00;0,00;4,54;1,10;'B12';100,00;'CAR'
'B13';0;0;30/3/2007;20,00;0,00;4,54;4,40;'B12';100,00;'CAR'
'B23';0;0;30/3/2007;35,00;0,00;4,54;7,70;'B12';100,00;'CAR'
'B25';0;0;30/3/2007;20,00;0,00;4,54;4,40;'B12';100,00;'CAR'
'B32';0;0;30/3/2007;30,00;0,00;4,54;6,60;'B12';100,00;'CAR'
'B43';0;0;30/3/2007;30,00;0,00;4,54;6,60;'B12';100,00;'CAR'
'B55';0;0;30/3/2007;20,00;0,00;4,54;4,40;'B12';100,00;'CAR'
'B56';0;0;30/3/2007;15,00;0,00;4,54;3,30;'B12';100,00;'CAR'
'B17';22;2;4/4/2007;800,00;0,00;25,00;32,00;'policia';0,00;
'B15';28;1;4/4/2007;720,00;0,00;30,00;24,00;'madre';0,00;
'B15';28;1;4/4/2007;1036,00;0,00;28,00;37,00;'madre';0,00;
'B17';22;2;4/4/2007;868,00;0,00;31,00;28,00;'policia';0,00;
'B35';14;1;9/4/2007;87690,00;79,00;35866,00;2,44;'ester';0,00;
'B17';22;1;9/4/2007;274560,00;104,00;47216,00;5,81;'ester';0,00;
'B17';22;1;9/4/2007;116920,00;79,00;35866,00;3,25;'ester';0,00;
'B12';0;0;10/4/2007;42,00;0,00;7,00;6,00;'B07  7/1lb';64,85;'CAR'
'B43';0;0;12/4/2007;17,00;0,00;1,00;17,00;'B55';454,00;'CAR'
'B45';0;0;12/4/2007;9,00;0,00;1,00;9,00;'B55';454,00;'CAR'
'B46';6;4;16/4/2007;345,00;0,00;23,00;15,00;'B46';0,00;
'B51';14;1;23/4/2007;201586,00;84,70;38453,80;5,24;'Estela';0,00;
'B51';14;1;23/4/2007;99120,00;84,00;38136,00;2,59;'rosaira';0,00;
'B51';14;1;23/4/2007;65450,00;119,20;54116,80;1,20;'rosaira';0,00;
'B51';14;1;23/4/2007;62000,00;124,00;56296,00;1,10;'rosaira';0,00;
'B03';30;1;1/5/2007;34960,00;92,00;41768,00;0,83;'Rosaira - O2:2,3 Tp:28,3 Sec:12';0,00;
'B03';30;1;1/5/2007;47880,00;126,00;57204,00;0,83;'Rosaira';0,00;
'B46';0;0;24/4/2007;130,00;0,00;3,78;34,36;'B59';120,00;'CAR'
'B45';0;0;24/4/2007;120,00;0,00;3,78;31,71;'B59';120,00;'CAR'
'B12';0;0;1/5/2007;75,00;0,00;3,00;25,00;'B06';151,33;'CAR'
'B51';14;2;1/5/2007;1785,00;;35,00;51,00;'desde B56 Policia';0,00;
'B43';7;3;1/5/2007;2584,00;0,00;38,00;68,00;'desde B58';0,00;
'B51';14;2;2/5/2007;1120,00;0,00;28,00;40,00;'desde B51 Policia';0,00;
'B17';22;2;4/5/2007;200,00;0,00;40,00;5,00;'desde A01 policia';0,00;
'B04';0;0;4/5/2007;6,00;0,00;0,46;13,00;'A01';983,66;'CAR'
'B45';0;0;4/5/2007;20,17;0,00;2,01;10,00;'B59';225,00;'CAR'
'B19';11;1;4/5/2007;27846,00;0,00;273,00;102,00;'desde A03';0,00;
'B51';14;3;7/5/2007;1890,00;0,00;18,00;105,00;'esther - policia';0,00;
'B48';0;0;4/5/2007;100,88;0,00;2,01;50,00;'desde B59';225,00;'CAR'
'B44';0;0;4/5/2007;26,23;0,00;2,01;13,00;'desde B59';225,00;'CAR'
'B12';0;0;14/5/2007;42,37;0,00;6,05;7,00;'desde B26';75,00;'CAR'
'B12';0;0;14/5/2007;756,66;0,00;37,83;20,00;'desde B26';12,00;'CAR'
'B12';0;0;14/5/2007;46,09;0,00;1,15;40,00;'desdeB06';394,00;'CAR'
'A01';11;1;14/5/2007;67900,00;97,00;44038,00;1,54;'esther';0,00;
'B15';28;2;14/5/2007;140650,00;97,00;44038,00;3,19;'esther';0,00;
'B08';22;1;11/5/2007;27501,00;0,00;267,00;103,00;'desde A03';0,00;
'B11';18;1;10/5/2007;21185,00;0,00;223,00;95,00;'B31';0,00;
