'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B41';15;1;13/2/2013;106,00;1,74;185,00;'1v cg B38';;260,12;;'A'
'B41';15;3;13/2/2013;33,00;0,93;31,00;'1v cg venta';;483,29;;'A'
'B41';15;1;13/2/2013;74,00;2,97;220,00;'B45';;152,70;;'A'
'B28';16;1;13/2/2013;105,00;0,64;68,00;'?';;701,02;;'A'
'B57';0;0;13/2/2013;274,00;0,75;208,00;'1v cg 800lb/v; un poco til';;598,05;'CAR';'V'
'B37';0;0;13/2/2013;27,00;0,66;18,00;'Seco';;681,00;'CAR';'V'
'B37';0;0;13/2/2013;30,00;1,46;44,00;'B38';;309,54;'CAR';'S'
'B37';0;0;13/2/2013;222,00;4,68;1040,00;'B45';;96,91;'CAR';'S'
'B41';0;0;13/2/2013;33,00;0,93;31,00;'1v cg';;483,29;'CAR';'V'
'B41';0;0;13/2/2013;106,00;1,74;185,00;'B38';;260,12;'CAR';'S'
'B41';0;0;13/2/2013;74,00;2,97;220,00;'B45';;152,70;'CAR';'S'
'B45';0;0;;;;0,00;;;0,00;'CAR';
'B38';0;0;;;;0,00;;;0,00;'CAR';
'B45';0;0;;;;0,00;;;0,00;'CAR';
'B28';0;0;13/2/2013;2,50;0,40;1,00;'?';;1135,00;'CAR';'V'
'B36';26;1;10/2/2013;3,62;2,76;10,00;'Muertos';;164,49;;'A'
'B36';26;1;11/2/2013;3,26;2,76;9,00;'Muertos';;164,49;;'A'
'B41';15;2;14/2/2013;15,00;1,13;17,00;'Seco B39';;400,58;;'V'
'B41';15;1;14/2/2013;39,00;0,79;31,00;'Seco B39';;571,16;;'A'
'B41';15;1;14/2/2013;49,00;2,08;102,00;'B38';;218,09;;'A'
'B41';15;1;14/2/2013;54,00;3,33;180,00;'B45';;136,20;;'A'
'B39';13;3;;;;0,00;;;0,00;;
'B39';13;4;;;;0,00;;;0,00;;
'B26';26;1;14/2/2013;27,00;7,40;200,00;'1v cg B53';;61,29;;'S'
'B26';26;1;14/2/2013;25,00;2,40;60,00;'B46';;189,16;;'S'
'AD3';12;2;13/3/2013;27,00;1,00;27,00;'1v cn 1000lb/v, venta vivas';;454,00;;'A'
'B52';12;1;16/7/2013;279,00;0,43;120,00;'0.5v cn ?lb/v';;1055,55;;'A'
'B26';26;1;15/2/2013;11,00;7,00;77,00;'1v cg B53';;64,85;;'S'
'B26';26;1;15/2/2013;5,00;3,60;18,00;'B46';;126,11;;'S'
'B26';26;1;16/2/2013;31,00;8,35;259,00;'Seco B53';;54,33;;'S'
'B26';26;1;16/2/2013;30,00;3,60;108,00;'B46';;126,11;;'S'
'B42';15;1;18/2/2013;128,00;18,00;2304,00;'2x0.5v cn 280/300lb/v';;0,00;;'V'
'B33';17;1;18/2/2013;84,00;18,00;1512,00;'1v cn 200lb/v';;0,00;;'V'
'B06';23;1;18/2/2013;62,00;18,00;1116,00;'1v cn 100lb/v, lila, bajar el nivel';;0,00;;'V'
'B31';25;1;18/2/2013;49,00;18,00;882,00;'1v cn';;0,00;;'V'
'B31';25;1;18/2/2013;14,00;29,00;406,00;'B29';;0,00;;'S'
'B42';0;0;18/2/2013;17,00;0,35;6,00;'2x0.5v cn';;1286,33;'CAR';'V'
'B33';0;0;18/2/2013;11,00;0,27;3,00;'1v cn';;1664,66;'CAR';'V'
'B20';0;0;18/2/2013;90,00;0,51;46,00;'1v cn';;888,26;'CAR';'V'
'B31';0;0;18/2/2013;2,50;0,40;1,00;'1v cn';;1135,00;'CAR';'V'
'B06';0;0;18/2/2013;6,00;0,33;2,00;'1v cn';;1362,00;'CAR';'V'
'B39';13;1;19/2/2013;83,00;1,01;84,00;'1v cg, niv bajito';;448,59;;'V'
'B39';13;2;19/2/2013;60,00;0,86;52,00;'1v cg, 22lb alv';;523,84;;'A'
'B39';13;2;19/2/2013;157,00;1,78;280,00;'B38';;254,56;;'A'
'AD2';16;1;19/2/2013;150,00;0,81;122,00;'1v cg, 15lb alv';;558,19;;'V'
'AD2';16;2;19/2/2013;12,00;0,41;5,00;'1v cg';;1089,60;;'A'
'AD2';16;2;19/2/2013;15,00;1,73;26,00;'A02';;261,92;;'A'
'AD2';16;2;19/2/2013;64,00;2,73;175,00;'B23';;166,03;;'A'
'B08';29;2;19/2/2013;45,00;0,86;39,00;'1v cg';;523,84;;'V'
'B08';29;1;19/2/2013;101,00;0,76;77,00;'1v cg, venta';;595,50;;'A'
'B08';29;1;19/2/2013;24,00;3,16;76,00;'B23';;143,36;;'A'
'B08';29;1;19/2/2013;15,00;2,26;34,00;'A02';;200,29;;'A'
'B39';0;0;19/2/2013;60,00;0,86;52,00;'1v cg';;523,84;'CAR';'V'
'B39';0;0;19/2/2013;157,00;1,78;280,00;'B38';;254,56;'CAR';'S'
'B38';0;0;;;;0,00;;;0,00;'CAR';
'B22';0;0;19/2/2013;874,00;0,80;700,00;'1v cg 1800lb/v';;566,85;'CAR';'V'
'AD2';0;0;19/2/2013;12,00;0,41;5,00;'1v cg';;1089,60;'CAR';'V'
'AD2';0;0;19/2/2013;15,00;1,73;26,00;'A02';;261,92;'CAR';'S'
'AD2';0;0;19/2/2013;64,00;2,73;175,00;'B23';;166,03;'CAR';'S'
'B08';0;0;19/2/2013;101,00;0,76;77,00;'1v cg';;595,50;'CAR';'V'
'B08';0;0;19/2/2013;24,00;3,16;76,00;'B23';;143,36;'CAR';'S'
'B08';0;0;19/2/2013;15,00;2,26;34,00;'A02';;200,29;'CAR';'S'
'A02';0;0;;;;0,00;;;0,00;'CAR';
'B23';0;0;;;;0,00;;;0,00;'CAR';
'B23';0;0;;;;0,00;;;0,00;'CAR';
'A02';0;0;;;;0,00;;;0,00;'CAR';
'AD2';16;1;20/2/2013;126,00;0,83;105,00;'Seco, 18lb alv';;544,80;;'V'
'AD2';16;2;20/2/2013;65,00;2,66;173,00;'Seco B23';;170,57;;'A'
'AD2';16;2;20/2/2013;22,00;1,04;23,00;'AD3';;434,26;;'A'
'AD2';0;0;20/2/2013;65,00;2,66;173,00;'Seco B23';;170,57;'CAR';'S'
'AD2';0;0;20/2/2013;22,00;1,04;23,00;'AD3';;434,26;'CAR';'S'
'B23';0;0;;;;0,00;;;0,00;'CAR';
'B04';25;1;20/2/2013;4,56;11,84;53,99;'0.25v cc policia B02';;0,00;;'S'
'B04';25;1;20/2/2013;7,69;11,84;91,04;'Policia B15';;0,00;;'S'
'B02';44;1;13/5/2013;3,50;10,00;35,00;'2v cc';;0,00;;'V'
'B15';40;1;10/6/2013;16,00;0,06;288,02;'1v cn';;25,22;;'V'
'B55';12;1;22/2/2013;52,00;3,17;165,00;'2v cn B46';;143,07;;'S'
'B55';12;1;22/2/2013;77,00;6,23;480,00;'B53';;72,82;;'S'
'B51';19;1;22/2/2013;379,00;2,36;895,00;'2x0.5v cn B54';;192,25;;'A'
'B02';44;2;13/5/2013;93,00;152,43;14175,99;'2v cc lila';;0,00;;'S'
'B54';14;2;27/11/2013;13,00;0,84;11,00;;;536,54;;'A'
'B52';12;2;26/4/2013;20,00;3,50;70,00;'0.25v cc B44';;129,71;;'A'
'B54';14;1;30/7/2013;328,00;0,38;125,00;'1v cn';;1191,29;;'A'
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B51';0;0;22/2/2013;373,00;2,89;1080,00;'2x0.5v cn B52';;156,79;'CAR';'S'
'B52';0;0;;;;0,00;;;0,00;'CAR';
'B55';12;1;23/2/2013;46,00;2,56;118,00;'Seco B46';;176,98;;'S'
'B55';12;1;23/2/2013;129,00;6,04;780,00;'B53';;75,08;;'S'
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B31';25;1;25/2/2013;193,00;18,00;3474,00;'Seco';;0,00;;'V'
'B31';25;1;25/2/2013;29,00;40,00;1160,00;'B33';;0,00;;'S'
'B32';16;1;25/2/2013;91,00;18,00;1638,00;'2x0.5v cn 280/200lb/v; algunas til';;0,00;;'V'
'B29';20;2;25/2/2013;155,00;18,00;2790,00;'2x0.5v cn 150/180lb/v';;0,00;;'V'
'B35';25;1;25/2/2013;128,00;18,00;2304,00;'1v cn';;0,00;;'V'
'B35';25;1;25/2/2013;27,00;26,00;702,00;'B33';;0,00;;'S'
'B31';0;0;25/2/2013;3,00;0,33;1,00;'Seco';;1362,00;'CAR';'V'
'B32';0;0;25/2/2013;12,00;0,33;4,00;'2x0.5v cn';;1362,00;'CAR';'V'
'B29';0;0;25/2/2013;38,00;0,31;12,00;'2x0.5v cn';;1437,66;'CAR';'V'
'B35';0;0;25/2/2013;7,00;0,42;3,00;'1v cn';;1059,33;'CAR';'V'
'B35';0;0;25/2/2013;5,00;1,60;8,00;'B36';;283,75;'CAR';'S'
'B36';0;0;;;;0,00;;;0,00;'CAR';
'B39';13;1;26/2/2013;203,00;0,92;187,00;'Seco; 23lb alv';;492,84;;'V'
'B39';13;2;26/2/2013;155,00;0,70;110,00;'Seco, venta';;639,72;;'A'
'B39';13;2;26/2/2013;297,00;2,10;625,00;'B38';;215,74;;'A'
'B28';16;1;26/2/2013;90,00;0,66;60,00;'?';;681,00;;'A'
'B28';16;3;26/2/2013;26,00;0,42;11,00;'?, venta';;1073,09;;'A'
'B56';15;1;26/2/2013;204,00;0,75;155,00;'1v cn, venta';;597,52;;'A'
'B56';15;1;26/2/2013;207,00;1,63;339,00;'B54';;277,22;;'A'
'B57';7;1;26/2/2013;240,00;0,74;179,00;'1v cn 750lb/v';;608,71;;'A'
'B08';29;2;26/2/2013;33,00;0,84;28,00;'1v cg';;535,07;;'V'
'B08';29;1;26/2/2013;47,00;1,87;88,00;'1v cg B23';;242,47;;'A'
'B39';0;0;26/2/2013;155,00;0,70;110,00;'Seco';;639,72;'CAR';'V'
'B39';0;0;26/2/2013;297,00;2,10;625,00;'B38';;215,74;'CAR';'S'
'B38';0;0;;;;0,00;;;0,00;'CAR';
'B28';0;0;26/2/2013;26,00;0,42;11,00;'1v cg';;1073,09;'CAR';'V'
'B56';0;0;26/2/2013;204,00;0,75;155,00;'1v cg';;597,52;'CAR';'V'
'B56';0;0;26/2/2013;207,00;1,63;339,00;'B54';;277,22;'CAR';'S'
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B38';0;0;;;;0,00;;;0,00;'CAR';
'B57';0;0;26/2/2013;240,00;0,74;179,00;'1v cg 750lb/v';;608,71;'CAR';'V'
'B08';0;0;26/2/2013;128,00;0,72;93,00;'1v cg';;624,86;'CAR';'V'
'B08';0;0;26/2/2013;47,00;1,87;88,00;'B23';;242,47;'CAR';'S'
'B23';0;0;;;;0,00;;;0,00;'CAR';
'B40';14;2;28/2/2013;122,00;18,00;2196,00;'2x0.5v cn 120/180lb/v';;0,00;;'V'
'AD1';17;1;28/2/2013;93,00;18,00;1674,00;'1v cn 350lb/v; 40lb til';;0,00;;'V'
'AD3';12;1;28/2/2013;252,00;0,88;224,00;'1v cn ?lb/v';;510,75;;'A'
'AD3';12;1;28/2/2013;104,00;4,80;500,00;'B21';;94,43;;'A'
'B40';0;0;28/2/2013;3,50;0,28;1,00;'2x0.5v';;1589,00;'CAR';'V'
'AD3';0;0;28/2/2013;252,00;0,88;224,00;'1v cg ?lb/v';;510,75;'CAR';'V'
'AD3';0;0;28/2/2013;104,00;4,80;500,00;'B21';;94,43;'CAR';'S'
'B21';0;0;;;;0,00;;;0,00;'CAR';
'B12';23;1;1/3/2013;171,00;0,94;161,00;'1v cg, venta vivas';;482,19;;'A'
'B12';23;1;1/3/2013;33,00;0,90;30,00;'Venta muertas';;499,40;;'A'
'B51';19;1;1/3/2013;66,00;2,25;149,00;'2v cg B54';;201,10;;'A'
'B51';19;2;1/3/2013;121,00;3,47;420,00;'2v cg B52';;130,79;;'A'
'B51';19;2;1/3/2013;100,00;4,10;410,00;'B54';;110,73;;'A'
'B12';0;0;1/3/2013;171,00;0,94;161,00;'1v cg, venta vivas';;482,19;'CAR';'V'
'B12';0;0;1/3/2013;33,00;0,90;30,00;'Venta muertas';;499,40;'CAR';'V'
'B51';19;2;2/3/2013;7,25;4,68;34,00;'Seco B54';;96,80;;'A'
'B51';0;0;2/3/2013;7,25;4,68;34,00;'Seco B54';;96,80;'CAR';'S'
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B44';14;2;4/3/2013;102,00;18,00;1836,00;'1v cn, niv un poco bajo, alv til';;0,00;;'V'
'B44';14;2;4/3/2013;38,00;40,00;1520,00;'B40';;0,00;;'S'
'B34';20;1;4/3/2013;76,00;18,00;1368,00;'1v cn 120lb/v, casi todo de pesca';;0,00;;'V'
'B14';22;1;4/3/2013;80,00;18,00;1440,00;'1v cn 260lb/v';;0,00;;'V'
'B14';22;1;4/3/2013;11,00;14,55;160,05;'Madres Bayaguana';;0,00;;'A'
'B04';25;1;4/3/2013;96,00;18,00;1728,00;'1v cn';;0,00;;'V'
'B04';25;1;4/3/2013;10,00;14,00;140,00;'Madres Bayaguana';;0,00;;'A'
'B04';25;1;4/3/2013;10,00;29,00;290,00;'A03, se puede vaciar';;0,00;;'S'
'A03';15;1;4/3/2013;100,00;18,00;1800,00;'1v cn 310lb/v, niv medio, salio much hoy';;0,00;;'V'
'B44';0;0;4/3/2013;15,00;0,33;5,00;'1v cn';;1362,00;'CAR';'V'
'B44';0;0;4/3/2013;9,00;1,44;13,00;'B40';;314,30;'CAR';'S'
'B34';0;0;4/3/2013;21,00;0,23;5,00;'1v cn';;1906,80;'CAR';'V'
'B04';0;0;4/3/2013;35,00;0,34;12,00;'1v cn';;1324,16;'CAR';'V'
'A03';0;0;4/3/2013;67,00;0,32;22,00;'1v cn';;1382,63;'CAR';'V'
'B51';0;0;1/3/2013;121,00;3,47;420,00;'2v cg B52';;130,79;'CAR';'S'
'B51';0;0;1/3/2013;100,00;4,10;410,00;'B54';;110,73;'CAR';'S'
'B52';0;0;;;;0,00;;;0,00;'CAR';
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B08';29;2;6/3/2013;128,00;0,84;108,00;'Seco, 15lb alv';;538,07;;'V'
'B08';29;1;6/3/2013;120,00;1,95;235,00;'Seco B23';;231,82;;'A'
'B08';29;3;6/3/2013;249,00;0,79;198,00;'Seco';;570,93;;'A'
'B58';10;1;6/3/2013;78,00;0,94;74,00;'1v cn 1000lb/v, 95lb til';;478,54;;'A'
'B56';15;1;6/3/2013;14,00;0,71;10,00;'1v cn alv 10.56g parece haber mucho';;635,60;;'A'
'B56';15;1;6/3/2013;11,00;1,27;14,00;'B54';;356,71;;'A'
'B24';18;2;6/3/2013;281,00;0,64;182,00;'1v cg 800lb/v, til';;700,95;;'A'
'B24';18;1;6/3/2013;45,00;0,82;37,00;'1v cn';;552,16;;'A'
'B12';23;1;6/3/2013;101,00;0,83;84,00;'1v cn 180lb/v';;545,88;;'A'
'B08';0;0;6/3/2013;249,00;0,79;198,00;'Seco';;570,93;'CAR';'V'
'B08';0;0;6/3/2013;120,00;1,95;235,00;'B23';;231,82;'CAR';'S'
'B23';0;0;;;;0,00;;;0,00;'CAR';
'B58';0;0;6/3/2013;78,00;0,94;74,00;'1v cn 1000lb/v';;478,54;'CAR';'V'
'B56';0;0;6/3/2013;14,00;0,71;10,00;'1v cn';;635,60;'CAR';'V'
'B56';0;0;6/3/2013;11,00;1,27;14,00;'B54';;356,71;'CAR';'S'
'B54';0;0;;;;0,00;;;0,00;'CAR';
'B24';0;0;6/3/2013;45,00;0,82;37,00;'1v cn';;552,16;'CAR';'V'
'B12';0;0;6/3/2013;101,00;0,83;84,00;'1v cn 180lb/v';;545,88;'CAR';'V'
'B04';25;1;11/3/2013;158,00;18,00;2844,00;'Seco, 3.5lb til';;0,00;;'V'
'B04';25;1;11/3/2013;6,00;33,00;198,00;'B15';;0,00;;'S'
'B42';15;1;11/3/2013;93,00;18,00;1674,00;'1v cn 350lb/v; much blanditos; alg til';;0,00;;'V'
'B33';17;2;11/3/2013;62,00;18,00;1116,00;'1v cn 200lb/v; much blanditos';;0,00;;'V'
'B14';22;1;11/3/2013;66,00;18,00;1188,00;'1v cn';;0,00;;'V'
'B14';22;1;11/3/2013;11,00;29,00;319,00;'B15';;0,00;;'S'
'B06';23;1;11/3/2013;170,00;18,00;3060,00;'1v cn 300lb/v; algunas til';;0,00;;'V'
'B04';0;0;11/3/2013;5,00;0,40;2,00;'Seco';;1135,00;'CAR';'V'
'B42';0;0;11/3/2013;61,00;0,52;32,00;'1v cn';;865,43;'CAR';'V'
'B06';0;0;11/3/2013;60,00;0,23;14,00;'1v cn';;1945,71;'CAR';'V'
'B12';23;1;12/3/2013;411,00;0,86;354,00;'2v cn, venta';;527,10;;'A'
'B12';23;1;12/3/2013;283,00;1,42;402,00;'B23';;319,60;;'A'
'B22';17;1;12/3/2013;625,00;0,85;536,00;'1v cn 1100lb/v';;529,38;;'A'
'B28';16;1;12/3/2013;180,00;0,63;114,00;'1v cn 900lb/v, alv carpa';;716,84;;'A'
'B12';0;0;12/3/2013;411,00;0,86;354,00;'2v cn';;527,10;'CAR';'V'
'B12';0;0;12/3/2013;283,00;1,42;402,00;'B23';;319,60;'CAR';'S'
'B23';0;0;;;;0,00;;;0,00;'CAR';
'B22';0;0;12/3/2013;625,00;0,85;536,00;'1v cn 1100lb/v';;529,38;'CAR';'V'
'A02';0;0;12/3/2013;186,00;1,00;187,00;'1v cn ?lb/v, venta vivas, alv';;451,57;'CAR';'V'
'A02';15;1;12/3/2013;7,95;1,00;8,00;'Muertas';;451,57;;'A'
'A02';0;0;12/3/2013;7,95;1,00;8,00;'Muertas';;451,57;'CAR';'A'
'B12';23;1;13/3/2013;85,00;1,01;86,00;'Seco';;448,72;;'A'
'AD3';12;1;13/3/2013;80,00;0,87;70,00;'1v cn 1000lb/v, un disparate';;518,85;;'A'
'B12';0;0;13/3/2013;85,00;1,01;86,00;'Seco';;448,72;'CAR';'V'
'AD3';0;0;13/3/2013;80,00;0,87;70,00;'1v cn 1000lb/v';;518,85;'CAR';'V'
'AD3';0;0;13/3/2013;27,00;1,00;27,00;'Venta vivas';;454,00;'CAR';'V'
'B45';0;0;13/3/2013;270,00;0,81;220,00;'0.5v cn 950lb/v';;557,18;'CAR';'V'
'B38';0;0;14/3/2013;36,00;0,80;29,00;'0.25v cn';;563,58;'CAR';'V'
'B35';25;1;18/3/2013;113,00;18,00;2034,00;'Seco';;0,00;;'V'
'B35';25;1;18/3/2013;6,00;32,00;192,00;'Corinne';;0,00;;'A'
'B40';14;2;18/3/2013;118,00;18,00;2124,00;'1v cn 260lb/v, muchos blanditos';;0,00;;'V'
'B35';0;0;18/3/2013;5,00;0,40;2,00;'Seco';;1135,00;'CAR';'V'
'B40';0;0;18/3/2013;6,00;0,33;2,00;'1v cn';;1362,00;'CAR';'V'
'B14';22;1;18/3/2013;51,00;18,00;918,00;'1v cn';;0,00;;'V'
'B14';22;1;18/3/2013;2,00;33,00;66,00;'Madres Bayaguana';;0,00;;'A'
'B14';22;1;18/3/2013;5,00;29,00;145,00;'B15';;0,00;;'S'
'B20';19;1;18/3/2013;118,00;18,00;2124,00;'1v cn 275lb/v';;0,00;;'V'
'B20';19;1;18/3/2013;10,00;17,00;170,00;'Madres Bayaguana';;0,00;;'A'
'AD1';17;1;18/3/2013;90,00;18,00;1620,00;'1v cn 225lb/v; 40lb til';;0,00;;'V'
'B20';0;0;18/3/2013;122,00;0,64;79,00;'1v cn';;701,11;'CAR';'V'
'B58';10;1;19/3/2013;155,00;1,13;176,00;'1v cn ?lb/v; 33lb alv til';;399,82;;'A'
'B57';7;1;19/3/2013;193,00;0,72;140,00;'1v cn 650lb/v; 15lb alv til';;625,87;;'A'
'B45';12;1;19/3/2013;420,00;0,83;350,00;'1v cn 1250lb/v';;544,80;;'A'
'B24';18;2;19/3/2013;274,00;0,66;181,00;'1v cn';;687,27;;'A'
'B24';18;1;19/3/2013;56,00;0,85;48,00;'1v cn';;529,66;;'A'
'A02';15;1;19/3/2013;501,00;1,12;564,00;'1v cn 501lb/v';;403,28;;'A'
'B58';0;0;19/3/2013;155,00;1,13;176,00;'1v cn ?lb/v';;399,82;'CAR';'V'
'B57';0;0;19/3/2013;193,00;0,72;140,00;'1v cn 650lb/v';;625,87;'CAR';'V'
'B45';0;0;19/3/2013;420,00;0,83;350,00;'1v cn 1250lb/v';;544,80;'CAR';'V'
'B24';0;0;19/3/2013;56,00;0,85;48,00;'1v cn';;529,66;'CAR';'V'
'A02';0;0;19/3/2013;501,00;1,12;564,00;'1v cn 501lb/v';;403,28;'CAR';'V'
'B46';12;2;20/3/2013;96,00;1,45;140,00;'1v cn 550lb/v';;311,31;;'V'
'B36';26;1;20/3/2013;189,00;1,15;218,00;'1v cn ?lb/v';;393,60;;'V'
'AD3';12;1;20/3/2013;35,00;1,28;45,00;'0.25v cn B07';;353,11;;'A'
'AD3';0;0;20/3/2013;35,00;1,28;45,00;'0.25v cn B07';;353,11;'CAR';'S'
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B46';0;0;20/3/2013;60,00;0,53;32,00;'1v cn; alv 1488x32lb B55';;851,25;'CAR';'V'
'B55';13;1;31/5/2013;219,00;14,62;3203,00;'1v cc B46';;31,04;;'A'
'B55';0;0;;;;0,00;;;0,00;'CAR';
'B56';15;1;21/3/2013;26,00;0,03;19,35;'3v cc; alv 12494x138lb B55';;610,00;;'A'
'B07';23;1;10/6/2013;2,00;20,00;40,00;'1v cn 275lb/v, cachos azul, limp, til';;0,00;;'V'
'L01';3;2;21/3/2013;181,00;3,80;688,00;'B15; 371lb alv til';;119,43;;'A'
'B15';40;2;22/5/2013;99,00;0,80;80,00;'1v cn 500lb/v';;561,82;;'A'
'B16';30;1;3/7/2013;346,38;0,08;30,00;'1v cn B02';;5241,90;;'A'
'B56';0;0;21/3/2013;26,00;0,74;19,35;'3v cc; alv 12494x138lb B55';;610,00;'CAR';'V'
'B55';0;0;;;;0,00;;;0,00;'CAR';
'L01';0;0;21/3/2013;55,00;0,70;39,00;'1v cc; 371lb til';;640,25;'CAR';'V'
'L01';0;0;21/3/2013;181,00;3,80;688,00;'B15';;119,43;'CAR';'S'
'B15';0;0;;;;0,00;;;0,00;'CAR';
'B38';16;1;22/3/2013;591,00;1,01;600,00;'1v cn 1200lb/v';;447,19;;'A'
'B28';16;1;22/3/2013;355,00;0,67;240,00;'1v cn 800lb/v';;671,54;;'A'
'B28';16;2;22/3/2013;45,00;0,64;29,00;'1v cn';;704,48;;'A'
'B22';17;1;22/3/2013;382,00;1,12;428,00;'1v cn 900lb/v';;405,20;;'A'
'AD3';12;1;22/3/2013;58,00;0,81;47,00;'1v cn 750lb/v';;560,25;;'A'
'B38';0;0;22/3/2013;591,00;1,01;600,00;'1v cn 1200lb/v';;447,19;'CAR';'V'
'B28';0;0;22/3/2013;45,00;0,64;29,00;'1v cn';;704,48;'CAR';'V'
'B22';0;0;22/3/2013;382,00;1,12;428,00;'1v cn 900lb/v';;405,20;'CAR';'V'
'AD3';0;0;22/3/2013;58,00;0,81;47,00;'1v cn 750lb/v';;560,25;'CAR';'V'
'B55';0;0;;;;0,00;;;0,00;'CAR';
'B56';15;1;22/3/2013;1,00;1,00;1,00;'Seco alv 600x10lb B55';;0,00;;'A'
'B56';0;0;22/3/2013;1,00;1,00;1,00;'Seco, alv 600x10lb B55';;454,00;'CAR';'A'
'B55';0;0;;;;0,00;;;0,00;'CAR';
'B25';18;2;23/3/2013;163,00;261,10;42559,30;'2x0.5v cc B27';;0,00;;'S'
'B27';15;1;1/7/2013;7,00;27,71;193,97;'0.5v cn 225lb/v; madres Baya; 7lb til';;0,00;;'A'
'B14';22;1;25/3/2013;290,00;18,00;5220,00;'Seco';;0,00;;'V'
'B42';15;1;25/3/2013;134,00;18,00;2412,00;'1v cn 400lb/v';;0,00;;'V'
'B34';20;1;25/3/2013;95,00;18,00;1710,00;'1v cn todas';;0,00;;'V'
'B32';16;1;25/3/2013;103,00;18,00;1854,00;'1v cn 400lb/v; un poquito til';;0,00;;'V'
'B42';0;0;25/3/2013;40,00;0,50;20,00;'1v cn';;908,00;'CAR';'V'
'B34';0;0;25/3/2013;3,00;0,33;1,00;'1v cn';;1362,00;'CAR';'V'
'B32';0;0;25/3/2013;10,00;0,40;4,00;'1v cn';;1135,00;'CAR';'V'
'B34';20;1;26/3/2013;146,00;18,00;2628,00;'Seco';;0,00;;'V'
'B33';17;1;26/3/2013;57,00;18,00;1026,00;'1v cn 100lb/v; grandes son blanditos';;0,00;;'V'
'B44';14;2;26/3/2013;80,00;18,00;1440,00;'1v cn, se puede vaciar';;0,00;;'V'
'B06';23;1;26/3/2013;168,00;18,00;3024,00;'1v cn 300lb/v';;0,00;;'V'
'A03';15;1;26/3/2013;148,00;18,00;2664,00;'1v cn 225lb/v';;0,00;;'V'
'B44';0;0;26/3/2013;14,00;0,28;4,00;'1v cn';;1589,00;'CAR';'V'
'B06';0;0;26/3/2013;7,00;0,71;5,00;'1v cn';;635,60;'CAR';'V'
'A02';15;1;27/3/2013;28,00;1,17;33,00;'1v cn, venta vivas';;385,21;;'A'
'A02';15;1;27/3/2013;112,00;1,58;178,00;'Venta finca; alv 74x4lb AD2';;285,66;;'A'
'B57';7;1;27/3/2013;135,00;0,94;127,00;'1v cn 500lb/v; 29lb alv til';;482,59;;'A'
'B45';12;1;27/3/2013;185,00;0,97;181,00;'1v cn 725lb/v; venta vivas';;464,03;;'A'
'B45';12;1;27/3/2013;168,00;1,07;180,00;'Venta muertas';;423,73;;'A'
'B22';17;1;27/3/2013;33,00;0,75;25,00;'1v cn 450lb/v, dejarlo 1 mes';;599,28;;'A'
'AD2';17;1;31/5/2013;91,00;4,53;413,00;'0.75v cc A03';;100,03;;'A'
'A02';0;0;27/3/2013;28,00;1,17;33,00;'1v cn vivas';;385,21;'CAR';'V'
'A02';0;0;27/3/2013;112,00;1,58;178,00;'Venta finca; alv 74/4lb AD2';;285,66;'CAR';'V'
'AD2';0;0;;;;0,00;;;0,00;'CAR';
'B57';0;0;27/3/2013;135,00;0,94;127,00;'1v cn 500lb/v; 29lb alv til';;482,59;'CAR';'V'
'B45';0;0;27/3/2013;185,00;0,97;181,00;'1v cn 725lb/v; venta vivas';;464,03;'CAR';'V'
'B45';0;0;27/3/2013;168,00;1,07;180,00;'Venta muertas';;423,73;'CAR';'V'
'B22';0;0;27/3/2013;33,00;0,75;25,00;'1v cn 450lb/v; dejar 1 mes';;599,28;'CAR';'V'
'A02';15;1;28/3/2013;23,00;1,13;26,00;'Seco, venta finca';;401,61;;'A'
'L01';3;2;28/3/2013;68,00;4,64;316,00;'1v cc B15';;97,69;;'A'
'L01';3;2;28/3/2013;21,50;0,51;11,00;'1v cc venta finca';;887,36;;'A'
'L01';3;1;28/3/2013;31,00;0,09;3,00;'1v cc B16';;4691,33;;'A'
'B58';10;1;28/3/2013;159,00;1,13;180,00;'1v cc; til; venta finca';;401,03;;'A'
'L01';3;2;28/3/2013;14,00;2,85;40,00;'B11';;158,90;;'A'
'L01';3;2;28/3/2013;5,00;2,80;14,00;'B13';;162,14;;'A'
'A02';0;0;28/3/2013;23,00;1,13;26,00;'Seco, venta finca';;401,61;'CAR';'V'
'L01';0;0;28/3/2013;21,50;0,51;11,00;'1v cc venta finca';;887,36;'CAR';'V'
'L01';0;0;28/3/2013;68,00;4,69;319,00;'B15';;96,77;'CAR';'S'
'L01';0;0;28/3/2013;14,00;2,85;40,00;'B11';;158,90;'CAR';'S'
'L01';0;0;28/3/2013;5,00;2,80;14,00;'B13';;162,14;'CAR';'S'
'B58';0;0;28/3/2013;159,00;1,13;180,00;'1v cc; til; venta finca';;401,03;'CAR';'V'
'B11';0;0;;;;0,00;;;0,00;'CAR';
'B13';0;0;;;;0,00;;;0,00;'CAR';
