'bassin';'cycle';'lot';'datep�che';'poids';'quantit�lb';'quantit�';'commentaire';'quantit�lbstat';'grpoisson';'esp�ce';'destination'
'B32';0;0;9/8/2019;52,00;0,53;28,00;;;843,14;'CAR';'V'
'B10';33;1;9/8/2019;244,00;25,00;6100,00;'B20  10lb s de muertos + 12lb de til';;0,00;;'S'
'B25';33;2;9/8/2019;10,00;0,60;6,00;;;756,66;;'A'
'B25';0;0;9/8/2019;160,00;2,62;420,00;'B01';;172,95;'CAR';'S'
'B25';0;0;9/8/2019;10,00;0,60;6,00;;;756,66;'CAR';'V'
'B01';0;0;;;;0,00;;;0,00;'CAR';
'B01';58;2;19/9/2019;10,00;1,00;10,00;;;454,00;;'A'
'B10';0;0;9/8/2019;26,00;0,46;12,00;;;983,66;'CAR';'V'
'B10';33;1;12/8/2019;26,00;18,00;468,00;'para vaciar';;0,00;;'V'
'B10';33;1;12/8/2019;141,00;26,00;3666,00;'B20';;0,00;;'S'
'B54';23;1;12/8/2019;6,00;18,00;108,00;'2*1/2v 200/300/v   471 car / 220 lbs';;0,00;;'V'
'B54';0;0;12/8/2019;219,00;0,25;56,00;'220/471 B59 + 80/30 B41';;1775,46;'CAR';'V'
'B41';0;0;;;;0,00;;;0,00;'CAR';
'B10';0;0;12/8/2019;20,00;0,25;5,00;;;1816,00;'CAR';'V'
'B10';0;0;12/8/2019;6,00;1,50;9,00;'LAG';;302,66;'CAR';'S'
'B10';33;1;13/8/2019;86,00;18,00;1548,00;'vacio';;0,00;;'V'
'B10';33;1;13/8/2019;201,00;27,00;5427,00;'B20    til 9lbs';;0,00;;'S'
'B10';0;0;13/8/2019;3,00;0,66;2,00;;;681,00;'CAR';'V'
'B10';0;0;13/8/2019;6,00;1,33;8,00;'LQG';;340,50;'CAR';'S'
'B46';0;0;13/8/2019;110,00;0,33;37,00;;;1349,72;'CAR';'V'
'B38';0;0;13/8/2019;165,00;0,30;51,00;;;1468,82;'CAR';'V'
'B32';28;2;14/8/2019;20,00;1,15;23,00;;;394,78;;'V'
'B32';28;3;14/8/2019;65,00;23,07;1500,00;'B22';;19,67;;'A'
'B32';0;0;14/8/2019;96,00;1,47;142,00;'B27';;306,92;'CAR';'S'
'B22';0;0;;;;0,00;;;0,00;'CAR';
'B22';28;2;28/10/2019;75,00;0,80;60,00;'venta';;567,50;;'A'
'B32';28;1;14/8/2019;20,00;0,55;11,00;;;825,45;;'A'
'B32';0;0;14/8/2019;20,00;0,55;11,00;;;825,45;'CAR';'V'
'B05';0;0;14/8/2019;125,00;0,37;47,00;;;1207,44;'CAR';'V'
'SA';0;0;14/8/2019;65,00;0,52;34,00;;;867,94;'CAR';'V'
'B32';28;2;15/8/2019;178,00;1,41;251,00;;;321,96;;'V'
'B32';28;3;16/8/2019;214,00;1,60;344,00;'B27';;282,43;;'A'
'B32';28;3;16/8/2019;105,00;9,61;1010,00;'B22';;47,19;;'A'
'B32';28;3;16/8/2019;140,00;0,65;91,00;;;698,46;;'A'
'B32';0;0;15/8/2019;214,00;1,60;344,00;'B27';;282,43;'CAR';'S'
'B32';0;0;15/8/2019;105,00;9,61;1010,00;'B22';;47,19;'CAR';'S'
'B32';0;0;15/8/2019;140,00;0,65;91,00;;;698,46;'CAR';'V'
'B22';0;0;;;;0,00;;;0,00;'CAR';
'B27';25;2;15/8/2019;600,00;0,88;532,00;;;512,03;;'V'
'B27';25;1;15/8/2019;50,00;0,54;27,00;;;840,74;;'A'
'B27';0;0;15/8/2019;50,00;0,54;27,00;;;840,74;'CAR';'V'
'B23';27;1;4/10/2019;453,00;5,35;2427,00;'MF';;84,73;;'S'
'B26';41;1;16/8/2019;796,00;6,01;4788,00;'B22';;75,47;;'S'
'B22';28;1;17/10/2019;382,00;0,75;290,00;'para completar pedido';;598,02;;'V'
'B51';30;1;19/8/2019;95,00;18,00;1710,00;'1/v 300/v';;0,00;;'V'
'B51';0;0;19/8/2019;2,00;0,50;1,00;;;908,00;'CAR';'V'
'B43';0;0;19/8/2019;235,00;0,33;79,00;;;1350,50;'CAR';'V'
'A03';0;0;19/8/2019;65,00;0,46;30,00;;;983,66;'CAR';'V'
'B04';38;1;20/8/2019;355,00;18,00;6390,00;;;0,00;;'V'
'B04';38;1;20/8/2019;50,00;33,67;1683,50;'b05';;0,00;;'S'
'LAG';11;1;20/8/2019;125,00;18,00;2250,00;'2*1/2v 400/200/v';;0,00;;'V'
'LAG';0;0;20/8/2019;70,00;0,71;50,00;;;635,60;'CAR';'V'
'B04';0;0;20/8/2019;90,00;0,55;50,00;;;817,20;'CAR';'V'
'B34';0;0;;;;0,00;;;0,00;'CAR';
'B27';25;2;21/8/2019;1031,00;1,10;1135,00;;;412,40;;'V'
'B27';25;2;21/8/2019;56,00;1,57;88,00;'B25';;288,90;;'S'
'B27';25;1;21/8/2019;140,00;0,53;75,00;;;847,46;;'A'
'B27';25;1;21/8/2019;23,00;2,17;50,00;'B38';;208,84;;'A'
'B27';0;0;21/8/2019;360,00;2,21;797,00;'B25';;205,06;'CAR';'S'
'B27';0;0;21/8/2019;140,00;0,53;75,00;;;847,46;'CAR';'V'
'B27';0;0;21/8/2019;23,00;2,17;50,00;'B38';;208,84;'CAR';'S'
'B04';38;1;21/8/2019;190,00;18,00;3420,00;'vacio';;0,00;;'V'
'B04';38;1;21/8/2019;20,00;33,00;660,00;'B05';;0,00;;'S'
'B04';0;0;21/8/2019;2,00;0,50;1,00;;;908,00;'CAR';'V'
'B49';11;1;21/8/2019;14,00;18,00;252,00;'1/2v 300/v til 10';;0,00;;'V'
'B49';0;0;21/8/2019;74,00;0,24;18,00;;;1866,44;'CAR';'V'
'B27';25;2;22/8/2019;412,00;0,93;387,00;;;483,32;;'V'
'B27';25;3;22/8/2019;95,00;2,52;240,00;'B25';;179,70;;'A'
'B27';25;2;22/8/2019;40,00;2,25;90,00;'tilapia peq inferma';;201,77;;'A'
'B27';25;1;22/8/2019;37,00;0,64;24,00;;;699,91;;'A'
'B27';0;0;22/8/2019;95,00;2,52;240,00;'B25';;179,70;'CAR';'S'
'B27';0;0;22/8/2019;37,00;0,64;24,00;;;699,91;'CAR';'V'
'B59';0;0;22/8/2019;113,00;0,85;97,00;;;528,88;'CAR';'V'
'B59';0;0;22/8/2019;40,00;2,00;80,00;'B40';;227,00;'CAR';'S'
'B59';0;0;22/8/2019;35,00;1,42;50,00;'B47';;317,80;'CAR';'S'
'B59';0;0;22/8/2019;36,00;1,38;50,00;'B46';;326,88;'CAR';'S'
'B59';0;0;22/8/2019;20,00;1,50;30,00;'B49';;302,66;'CAR';'S'
'B40';0;0;;;;0,00;;;0,00;'CAR';
'B59';2;1;22/8/2019;113,00;0,85;97,00;'venta';;528,88;;'A'
'B59';2;1;22/8/2019;40,00;2,00;80,00;'B40';;227,00;;'A'
'B59';2;1;22/8/2019;35,00;1,42;50,00;'B47';;317,80;;'A'
'B59';2;1;22/8/2019;36,00;1,38;50,00;'B46';;326,88;;'A'
'B59';2;1;22/8/2019;20,00;1,50;30,00;'B49';;302,66;;'A'
'B40';24;1;3/12/2019;105,00;18,00;1890,00;'2*1/2v 300/150/v';;0,00;;'V'
'B11';36;1;26/8/2019;94,00;18,00;1692,00;'2*1/2v 100/250/v';;0,00;;'V'
'B05';36;1;26/8/2019;263,00;18,00;4734,00;'2*1/2v 400/300/v';;0,00;;'V'
'B11';0;0;26/8/2019;180,00;0,22;40,00;;;2043,00;'CAR';'V'
'B05';0;0;26/8/2019;76,00;0,42;32,00;;;1078,25;'CAR';'V'
'B38';28;1;27/8/2019;95,00;12,00;1140,00;'2*1/2v 400/200/v solo gde';;0,00;;'V'
'B46';23;1;27/8/2019;38,00;12,00;456,00;'2*1/2v 150/300/v  solo gde';;0,00;;'V'
'B26';41;1;27/8/2019;495,00;4,45;2207,00;'B24';;101,82;;'S'
'B24';30;1;7/11/2019;1475,00;0,75;1117,00;;;599,50;;'V'
'FA';1;1;7/11/2019;100,00;120,00;12000,00;'B11';;0,00;;'S'
'B57';20;1;28/8/2019;70,00;117,00;8190,00;'B40';;0,00;;'S'
'B26';41;1;28/8/2019;362,00;4,46;1618,00;'B24';;101,57;;'S'
'B58';20;1;9/12/2019;105,00;18,00;1890,00;'2*1/2v 250/400/v';;0,00;;'V'
'B57';20;1;29/8/2019;10,00;118,00;1180,00;'B40';;0,00;;'S'
'B26';41;1;29/8/2019;309,00;4,54;1405,00;'B24';;99,84;;'S'
'B57';20;1;30/8/2019;6,00;120,00;720,00;'B40';;0,00;;'S'
'B26';41;1;30/8/2019;191,00;5,10;975,00;'B24   vacio';;88,93;;'S'
'B57';20;1;2/9/2019;50,00;115,00;5750,00;'vacio';;0,00;;'S'
'B47';14;1;2/9/2019;87,00;18,00;1566,00;'2*1/2v 200/250/v';;0,00;;'V'
'B38';28;1;2/9/2019;349,00;18,00;6282,00;'crisis';;0,00;;'V'
'B31';41;1;31/10/2019;200,00;180,00;36000,00;'B21';;0,00;;'S'
'SA';5;1;3/9/2019;86,00;18,00;1548,00;'2*1/2v 300/400/v   feo negro peq';;0,00;;'V'
'A03';28;1;3/9/2019;100,00;18,00;1800,00;'2*1/2v 150/300/v';;0,00;;'V'
'B43';23;1;3/9/2019;83,00;18,00;1494,00;'2*1/2v 250/300/v';;0,00;;'V'
'SA';0;0;3/9/2019;110,00;0,40;44,00;;;1135,00;'CAR';'V'
'A03';0;0;3/9/2019;34,00;0,41;14,00;;;1102,57;'CAR';'V'
'B43';0;0;3/9/2019;72,00;0,30;22,00;;;1485,81;'CAR';'V'
'MF';0;0;;;;0,00;;;0,00;'CAR';
'MF';0;0;28/8/2019;16,00;0,75;12,00;;;605,33;'CAR';'V'
'B54';23;1;2/9/2019;18,00;18,00;324,00;'2*1/2v 350/250/v   320lbs/ 564 c';;0,00;;'V'
'B20';0;0;;;;0,00;;;0,00;'CAR';
'B54';0;0;2/9/2019;30,00;0,56;17,00;'564/320 B59';;801,17;'CAR';'V'
'B47';0;0;2/9/2019;54,00;0,29;16,00;;;1532,25;'CAR';'V'
'LAG';11;1;4/9/2019;157,00;18,00;2826,00;'2*1/2v 400/150/v';;0,00;;'V'
'B27';25;3;4/9/2019;20,00;3,00;60,00;'B20';;151,33;;'A'
'B27';25;3;4/9/2019;40,00;2,00;80,00;'B25';;227,00;;'A'
'B27';25;1;4/9/2019;50,00;10,00;500,00;'B24';;45,40;;'A'
'B27';25;2;4/9/2019;230,00;0,95;220,00;;;474,63;;'V'
'B27';25;2;4/9/2019;70,00;1,00;70,00;'peq';;454,00;;'A'
'B27';25;3;4/9/2019;20,00;3,25;65,00;'AD1';;139,69;;'A'
'B27';0;0;4/9/2019;20,00;3,00;60,00;'B20';;151,33;'CAR';'S'
'B27';0;0;4/9/2019;50,00;10,00;500,00;'B24';;45,40;'CAR';'S'
'B27';0;0;4/9/2019;40,00;2,00;80,00;'B25';;227,00;'CAR';'S'
'B27';0;0;4/9/2019;20,00;3,25;65,00;'AD1';;139,69;'CAR';'S'
'B27';0;0;4/9/2019;30,00;0,36;11,00;;;1238,18;'CAR';'V'
'B27';0;0;4/9/2019;40,00;16,00;640,00;'B25';;28,37;'CAR';'S'
'B24';0;0;;;;0,00;;;0,00;'CAR';
'B20';0;0;;;;0,00;;;0,00;'CAR';
'AD1';0;0;;;;0,00;;;0,00;'CAR';
'LAG';0;0;4/9/2019;30,00;0,53;16,00;;;851,25;'CAR';'V'
'MF';10;1;5/9/2019;759,00;0,95;727,00;;;473,98;;'V'
'MF';10;2;5/9/2019;26,00;2,30;60,00;'ad1';;196,73;;'A'
'MF';10;2;5/9/2019;20,00;2,00;40,00;'B05';;227,00;;'A'
'MF';10;2;5/9/2019;26,00;0,76;20,00;'venta';;590,20;;'A'
'MF';10;2;5/9/2019;13,54;3,02;41,00;'B10';;150,00;;'A'
'MF';10;2;5/9/2019;11,89;3,02;36,00;'B07';;150,00;;'A'
'MF';10;2;5/9/2019;14,00;2,42;34,00;'A03';;186,94;;'A'
'MF';0;0;5/9/2019;26,00;2,30;60,00;;;196,73;'CAR';'S'
'MF';0;0;5/9/2019;20,00;2,00;40,00;'B05';;227,00;'CAR';'S'
'MF';0;0;5/9/2019;26,00;0,76;20,00;;;590,20;'CAR';'V'
'MF';0;0;5/9/2019;13,54;3,02;41,00;'B10';;150,00;'CAR';'S'
'MF';0;0;5/9/2019;14,00;2,42;34,00;'A03';;186,94;'CAR';'S'
'MF';0;0;5/9/2019;11,89;3,02;36,00;'B07';;150,00;'CAR';'S'
'AD1';0;0;;;;0,00;;;0,00;'CAR';
'B10';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B27';25;2;5/9/2019;50,00;1,22;61,00;;;372,13;;'V'
'B27';25;1;5/9/2019;100,00;2,40;240,00;'B25';;189,16;;'A'
'B27';25;1;5/9/2019;85,00;0,01;1218,50;'B25';;31,67;;'A'
'B24';30;2;7/11/2019;126,00;0,71;90,00;;;635,60;;'A'
'B56';21;1;6/9/2019;165,00;130,00;21450,00;'B52';;0,00;;'S'
'B52';21;1;18/12/2019;102,00;18,00;1836,00;'2*1/2v 350/400/v';;0,00;;'V'
'B10';34;1;16/12/2019;5,00;18,00;90,00;'1*1/2v 400/v   !!! Pequenos';;0,00;;'V'
'B27';25;2;6/9/2019;6,00;1,00;6,00;;;454,00;;'V'
'B27';25;1;6/9/2019;126,00;7,93650793650794e-03;2815,15;'B25';;20,32;;'A'
'B27';0;0;6/9/2019;20,00;1,50;30,00;'B25';;302,66;'CAR';'S'
'B27';0;0;6/9/2019;126,00;22,34;2815,15;'B25';;20,32;'CAR';'S'
'B27';0;0;5/9/2019;100,00;2,40;240,00;'B25';;189,16;'CAR';'S'
'B27';0;0;5/9/2019;85,00;14,34;1219,00;'B25';;31,65;'CAR';'S'
'B11';36;1;9/9/2019;161,00;18,00;2898,00;'1v 350/v';;0,00;;'V'
'B27';0;0;19/9/2019;16,00;1,00;16,00;;;454,00;'CAR';'V'
'B11';0;0;9/9/2019;88,00;0,19;17,00;;;2350,11;'CAR';'V'
'B05';0;0;9/9/2019;45,00;0,66;30,00;;;681,00;'CAR';'V'
'B46';23;1;10/9/2019;115,00;18,00;2070,00;'2*1/2v 300/150/v';;0,00;;'V'
'B59';2;1;10/9/2019;30,00;0,73;22,00;'venta';;619,09;;'A'
'B59';2;1;10/9/2019;40,00;1,50;60,00;'B58';;302,66;;'A'
'B59';2;1;10/9/2019;15,00;1,33;20,00;'B51';;340,50;;'A'
'B59';2;1;10/9/2019;30,00;2,00;60,00;'B52';;227,00;;'A'
'B59';2;1;10/9/2019;45,00;1,33;60,00;'B43';;340,50;;'A'
'B59';2;1;10/9/2019;18,00;1,55;28,00;'B42';;291,85;;'A'
'B59';2;1;10/9/2019;19,00;1,57;30,00;'B46';;287,53;;'A'
'B59';0;0;10/9/2019;30,00;0,73;22,00;;;619,09;'CAR';'V'
'B59';0;0;10/9/2019;167,00;1,54;258,00;;;293,86;'CAR';'S'
'B46';0;0;10/9/2019;58,00;0,53;31,00;;;849,41;'CAR';'V'
'B42';0;0;10/9/2019;55,00;0,50;28,00;;;891,78;'CAR';'V'
'B52';0;0;;;;0,00;;;0,00;'CAR';
'B58';0;0;;;;0,00;;;0,00;'CAR';
'B49';11;1;11/9/2019;60,00;18,00;1080,00;'2*1/2v 200/350/v';;0,00;;'V'
'B51';30;1;11/9/2019;145,00;18,00;2610,00;'1v 250/v';;0,00;;'V'
'MF';10;1;11/9/2019;250,00;0,93;234,00;;;485,04;;'V'
'MF';10;1;11/9/2019;50,00;1,68;84,00;;;270,23;;'V'
'MF';10;2;11/9/2019;12,00;1,00;12,00;'venta';;454,00;;'A'
'MF';10;2;11/9/2019;165,00;2,91;481,00;'B24';;155,73;;'A'
'MF';0;0;11/9/2019;12,00;1,00;12,00;;;454,00;'CAR';'V'
'MF';0;0;11/9/2019;165,00;2,91;481,00;'B24';;155,73;'CAR';'S'
'B24';0;0;;;;0,00;;;0,00;'CAR';
'B49';0;0;11/9/2019;108,00;0,26;29,00;;;1690,75;'CAR';'V'
'B51';0;0;11/9/2019;3,00;0,66;2,00;;;681,00;'CAR';'V'
'B03';67;1;8/11/2019;30,00;170,00;5100,00;'lago';;0,00;;'S'
'MF';10;1;12/9/2019;357,00;0,95;340,00;;;476,70;;'V'
'MF';10;1;12/9/2019;65,00;1,38;90,00;'peq';;327,88;;'V'
'MF';10;2;12/9/2019;291,00;2,96;863,00;'B26';;153,08;;'A'
'MF';10;2;12/9/2019;205,00;2,53;520,00;'B24';;178,98;;'A'
'MF';10;2;12/9/2019;13,00;1,53;20,00;'B10';;295,10;;'A'
'MF';10;2;12/9/2019;30,00;2,00;60,00;'B09';;227,00;;'A'
'MF';10;2;12/9/2019;50,00;0,70;35,00;'venta';;648,57;;'A'
'MF';0;0;12/9/2019;291,00;2,96;863,00;'B26';;153,08;'CAR';'S'
'MF';0;0;12/9/2019;205,00;2,53;520,00;'B24';;178,98;'CAR';'S'
'MF';0;0;12/9/2019;13,00;1,53;20,00;'B10';;295,10;'CAR';'S'
'MF';0;0;12/9/2019;30,00;2,00;60,00;'B09';;227,00;'CAR';'S'
'MF';0;0;12/9/2019;50,00;0,70;35,00;;;648,57;'CAR';'V'
'B24';0;0;;;;0,00;;;0,00;'CAR';
'B10';0;0;;;;0,00;;;0,00;'CAR';
'B09';0;0;;;;0,00;;;0,00;'CAR';
'B26';0;0;;;;0,00;;;0,00;'CAR';
'B26';42;1;22/11/2019;796,00;3,20;2554,00;'B25';;141,49;;'A'
'A02';30;1;12/9/2019;110,00;268,00;29480,00;'B09';;0,00;;'S'
'B09';11;1;7/1/2020;142,00;18,00;2556,00;'2*1/2v 300/400/v   Bonitos';;0,00;;'V'
'B38';28;1;16/9/2019;32,00;18,00;576,00;'1v 150/v AGUA FEA';;0,00;;'V'
'A03';28;1;16/9/2019;100,00;18,00;1800,00;'1v 400/v';;0,00;;'V'
'B38';0;0;16/9/2019;12,00;0,50;6,00;;;908,00;'CAR';'V'
'A02';0;0;;;;0,00;;;0,00;'CAR';
'A03';0;0;16/9/2019;7,00;0,57;4,00;;;794,50;'CAR';'V'
'B19';0;0;16/9/2019;245,00;0,36;90,00;;;1235,88;'CAR';'V'
'B45';23;1;8/11/2019;163,00;170,00;27710,00;'B51';;0,00;;'S'
'B54';23;1;17/9/2019;32,00;18,00;576,00;'2*1/2v 350/300/v 260/193 c';;0,00;;'V'
'B47';14;1;17/9/2019;135,00;18,00;2430,00;'2*1/2v 200/300/v';;0,00;;'V'
'B43';23;1;17/9/2019;121,00;18,00;2178,00;'2*1/2v 250/300/v';;0,00;;'V'
'B54';0;0;17/9/2019;35,00;0,82;29,00;'260/193v B59';;547,93;'CAR';'V'
'B47';0;0;17/9/2019;34,00;0,58;20,00;;;771,80;'CAR';'V'
'B43';0;0;17/9/2019;30,00;0,30;9,00;;;1513,33;'CAR';'V'
'LAG';11;1;18/9/2019;196,00;18,00;3528,00;'1v 400/v';;0,00;;'V'
'SA';5;1;18/9/2019;106,00;18,00;1908,00;'2*1/2v 200/400/v poco mejor CAM NO SALUD';;0,00;;'V'
'MF';0;0;18/9/2019;10,00;0,80;8,00;;;567,50;'CAR';'V'
'MF';0;0;18/9/2019;168,00;2,01;339,00;'B26';;224,99;'CAR';'S'
'B26';0;0;;;;0,00;;;0,00;'CAR';
'MF';10;1;18/9/2019;308,00;0,90;280,00;;;499,40;;'V'
'MF';10;1;18/9/2019;126,00;1,84;233,00;;;245,51;;'V'
'MF';10;2;18/9/2019;10,00;0,80;8,00;'venta';;567,50;;'A'
'MF';10;2;18/9/2019;168,00;2,01;339,00;'B26';;224,99;;'A'
'LAG';0;0;18/9/2019;17,00;0,52;9,00;;;857,55;'CAR';'V'
'SA';0;0;18/9/2019;28,00;0,39;11,00;;;1155,63;'CAR';'V'
'B01';0;0;19/9/2019;10,00;1,00;10,00;;;454,00;'CAR';'V'
'B25';0;0;19/9/2019;45,00;0,62;28,00;;;729,64;'CAR';'V'
'MF';0;0;19/9/2019;199,00;4,20;836,00;'B26';;108,06;'CAR';'S'
'B26';0;0;;;;0,00;;;0,00;'CAR';
'MF';0;0;19/9/2019;10,00;0,80;8,00;;;567,50;'CAR';'V'
'MF';10;2;19/9/2019;10,00;0,80;8,00;'venta';;567,50;;'A'
'MF';10;2;19/9/2019;199,00;4,20;836,00;'B26';;108,06;;'A'
'MF';10;1;19/9/2019;195,00;0,97;191,00;;;463,50;;'V'
'MF';10;2;19/9/2019;18,00;3,33;60,00;'B30';;136,20;;'A'
'MF';0;0;19/9/2019;18,00;3,33;60,00;'B30';;136,20;'CAR';'S'
'B30';0;0;;;;0,00;;;0,00;'CAR';
'B30';0;0;;;;0,00;;;0,00;'CAR';
'B25';33;2;19/9/2019;45,00;0,62;28,00;;;729,64;;'A'
'B25';33;1;19/9/2019;162,00;1,02;166,00;;;443,06;;'V'
'B56';21;1;20/9/2019;133,00;109,00;14497,00;'B52';;0,00;;'S'
'B56';21;1;20/9/2019;10,00;109,00;1090,00;'B48';;0,00;;'S'
'A02';30;1;20/9/2019;88,00;234,00;20592,00;'B30';;0,00;;'S'
'A02';30;1;20/9/2019;124,00;234,00;29016,00;'B08';;0,00;;'S'
'B30';30;1;21/1/2020;253,00;18,00;4554,00;'2*1/2v 300/300/v';;0,00;;'V'
'B08';42;1;21/1/2020;304,00;18,00;5472,00;'2*1/2v 300/450/v';;0,00;;'V'
'B48';10;1;8/1/2020;72,00;18,00;1296,00;'2*1/2v 250/300/v   FALTA RECAMBIO';;0,00;;'V'
'B11';36;1;23/9/2019;140,00;18,00;2520,00;'1v 400/v';;0,00;;'V'
'B11';36;1;23/9/2019;66,00;18,00;1188,00;'madre estanque madre dom';;0,00;;'A'
'B05';36;2;23/9/2019;200,00;18,00;3600,00;'1v 400/v';;0,00;;'V'
'B05';36;2;23/9/2019;43,00;18,00;774,00;'madre estanq';;0,00;;'A'
'B41';0;0;23/9/2019;75,00;0,36;27,00;;;1261,11;'CAR';'V'
'B11';0;0;23/9/2019;42,00;0,19;8,00;;;2383,50;'CAR';'V'
'B05';0;0;23/9/2019;12,00;0,66;8,00;;;681,00;'CAR';'V'
'B34';0;0;;;;0,00;;;0,00;'CAR';
'B08';0;0;;;;0,00;;;0,00;'CAR';
'B01';58;1;25/9/2019;458,00;1,34;617,00;;;337,00;;'V'
'B01';58;2;25/9/2019;20,00;2,10;42,00;'B26';;216,19;;'A'
'B01';58;2;25/9/2019;14,00;0,85;12,00;'B26';;529,66;;'A'
'B01';58;2;25/9/2019;32,00;1,56;50,00;'B19';;290,56;;'A'
'B01';58;2;25/9/2019;18,00;1,66;30,00;'B08';;272,40;;'A'
'B01';58;2;25/9/2019;38,00;2,10;80,00;'SA';;215,65;;'A'
'B46';23;1;25/9/2019;110,00;18,00;1980,00;'1v 400/v';;0,00;;'V'
'B34';30;1;25/9/2019;31,00;18,00;558,00;'madre';;0,00;;'A'
'B46';0;0;25/9/2019;72,00;0,61;44,00;;;742,90;'CAR';'V'
'B34';0;0;25/9/2019;327,00;0,27;90,00;;;1649,53;'CAR';'V'
'B01';0;0;25/9/2019;20,00;2,10;42,00;'B26';;216,19;'CAR';'S'
'B01';0;0;25/9/2019;14,00;0,85;12,00;'B26';;529,66;'CAR';'S'
'B01';0;0;25/9/2019;32,00;1,56;50,00;'B19';;290,56;'CAR';'S'
'B01';0;0;25/9/2019;18,00;1,66;30,00;'B08';;272,40;'CAR';'S'
'B01';0;0;25/9/2019;38,00;2,10;80,00;'SA';;215,65;'CAR';'S'
'B08';0;0;;;;0,00;;;0,00;'CAR';
'B56';21;1;26/9/2019;30,00;150,00;4500,00;'B48';;0,00;;'S'
'M2';1;1;1/10/2019;41,00;18,00;738,00;'para labo';;0,00;;'A'
'B56';21;1;27/9/2019;0,70;150,00;105,00;'B48';;0,00;;'S'
'A02';30;1;27/9/2019;104,00;225,00;23400,00;'B04';;0,00;;'S'
'B04';39;1;28/1/2020;127,00;12,00;1524,00;'solo grande 2*1/2v 400/400/v';;0,00;;'V'
'B38';28;1;30/9/2019;60,00;18,00;1080,00;;;0,00;;'V'
'B38';28;1;30/9/2019;40,00;26,00;1040,00;'B39';;0,00;;'S'
'B38';0;0;30/9/2019;16,00;0,37;6,00;;;1210,66;'CAR';'V'
'B36';0;0;30/9/2019;278,00;0,25;72,00;;;1752,94;'CAR';'V'
'B42';26;1;1/10/2019;51,00;18,00;918,00;'2*1/2v 200/200/v   madre 14+16';;0,00;;'V'
'M2';1;1;1/10/2019;16,00;18,00;288,00;'madre b42';;0,00;;'A'
'B49';11;1;1/10/2019;75,00;18,00;1350,00;'1v 400/v';;0,00;;'V'
'B38';28;1;1/10/2019;58,00;18,00;1044,00;'vacio';;0,00;;'V'
'B38';28;1;1/10/2019;15,00;30,00;450,00;'B39';;0,00;;'S'
'B42';0;0;1/10/2019;40,00;0,45;18,00;;;1008,88;'CAR';'V'
'B49';0;0;1/10/2019;48,00;0,35;17,00;;;1281,88;'CAR';'V'
'B54';23;1;2/10/2019;44,00;18,00;792,00;'2*1/2v 200/300/v madre 2lbs 43/16lbs c';;0,00;;'V'
'B54';0;0;2/10/2019;80,00;0,65;52,00;'43/16lbs';;698,46;'CAR';'V'
'B51';0;0;2/10/2019;20,00;0,50;10,00;;;908,00;'CAR';'V'
'B01';0;0;2/10/2019;11,00;1,72;19,00;'B26';;262,84;'CAR';'S'
'B01';0;0;2/10/2019;10,00;2,00;20,00;'B08';;227,00;'CAR';'S'
'B26';0;0;;;;0,00;;;0,00;'CAR';
'B08';0;0;;;;0,00;;;0,00;'CAR';
'B01';58;2;2/10/2019;11,00;1,72;19,00;'B26';;262,84;;'A'
'B01';58;2;2/10/2019;10,00;2,00;20,00;'B08';;227,00;;'A'
'B01';58;1;2/10/2019;30,00;1,20;36,00;;;378,33;;'V'
'B01';58;1;2/10/2019;20,00;1,50;30,00;;;302,66;;'V'
'B51';30;1;2/10/2019;99,00;18,00;1782,00;'1v 120/v';;0,00;;'V'
'B01';58;1;3/10/2019;70,00;2,61;183,00;;;173,66;;'V'
'B01';58;2;3/10/2019;80,00;1,77;142,00;'MF';;255,77;;'A'
'B01';0;0;3/10/2019;80,00;1,77;142,00;'MF';;255,77;'CAR';'S'
'MF';11;1;19/12/2019;95,00;0,52;50,00;'venta';;862,60;;'A'
'A02';30;1;4/10/2019;111,00;200,00;22200,00;'B29';;0,00;;'S'
'B29';31;1;5/2/2020;193,00;12,00;2316,00;'2*1/2v 350/300/v solo grande';;0,00;;'V'
'B02';62;2;4/10/2019;1,00;4,00;4,00;'labo';;0,00;;'S'
'M1';1;1;18/11/2019;8,83;6,00;52,98;'hembras sin huevos a la pileta carpas';;0,00;;'S'
'M2';1;1;4/10/2019;7,00;18,00;126,00;'labo';;0,00;;'A'
'MF';11;2;19/12/2019;585,00;0,78;460,00;;;577,36;;'V'
'B07';0;0;;;;0,00;;;0,00;'CAR';
'B20';0;0;;;;0,00;;;0,00;'CAR';
'B20';0;0;;;;0,00;;;0,00;'CAR';
'B07';0;0;;;;0,00;;;0,00;'CAR';
'LAG';11;1;7/10/2019;296,00;18,00;5328,00;'1v 450/v  madre 2 agua huele mal';;0,00;;'V'
'M2';1;1;7/10/2019;3,00;12,00;36,00;'labo';;0,00;;'A'
'LAG';0;0;7/10/2019;4,00;0,75;3,00;;;605,33;'CAR';'V'
'B07';0;0;7/10/2019;205,00;0,18;38,00;'+ 1 carpa muerta';;2449,21;'CAR';'V'
'B25';0;0;7/10/2019;96,00;1,93;186,00;'MF';;234,32;'CAR';'S'
'B25';0;0;7/10/2019;607,00;3,08;1875,00;'MF';;146,97;'CAR';'S'
